Year,School,FSM,VR_Band,Gender,VR_BAND_Student,Ethnicity,School_Gender,School_Denomination,ExamScore
3,23,28,31,0,2,1,1,2,36
3,23,28,31,1,3,5,1,2,36
3,23,28,31,1,3,5,1,2,9
3,23,28,31,1,3,1,1,2,29
3,23,28,31,0,1,5,1,2,11
3,23,28,31,0,2,1,1,2,23
3,23,28,31,1,3,8,1,2,27
1,24,33,28,1,3,5,3,1,14
1,24,33,28,1,3,5,3,1,11
1,24,33,28,1,3,1,3,1,22
1,24,33,28,1,3,5,3,1,20
1,24,33,28,1,3,1,3,1,42
1,24,33,28,1,3,5,3,1,36
1,24,33,28,1,2,1,3,1,41
1,24,33,28,1,3,1,3,1,11
1,24,33,28,1,2,7,3,1,34
1,24,33,28,1,3,9,3,1,31
1,24,33,28,1,3,1,3,1,12
1,24,33,28,1,1,1,3,1,2
1,24,33,28,1,1,5,3,1,15
1,24,33,28,1,2,1,3,1,35
1,24,33,28,1,2,1,3,1,13
1,24,33,28,1,2,11,3,1,15
1,24,33,28,1,2,1,3,1,40
1,24,33,28,1,3,5,3,1,46
1,24,33,28,1,3,5,3,1,11
1,24,33,28,1,2,1,3,1,15
1,24,33,28,1,1,1,3,1,8
1,24,33,28,1,3,1,3,1,13
1,24,33,28,1,3,1,3,1,43
1,24,33,28,1,1,9,3,1,25
1,24,33,28,1,3,1,3,1,23
1,24,33,28,1,3,1,3,1,18
1,24,33,28,1,1,5,3,1,15
1,24,33,28,1,3,1,3,1,17
1,24,33,28,1,1,1,3,1,14
1,24,33,28,1,3,8,3,1,39
1,24,33,28,1,3,5,3,1,32
1,24,33,28,1,3,1,3,1,28
1,24,33,28,1,3,5,3,1,13
1,24,33,28,1,2,5,3,1,53
1,24,33,28,1,3,5,3,1,17
1,24,33,28,1,3,5,3,1,16
1,24,33,28,1,2,1,3,1,35
1,24,33,28,1,3,1,3,1,21
1,24,33,28,1,2,1,3,1,15
1,24,33,28,1,3,1,3,1,6
1,24,33,28,1,2,5,3,1,40
1,24,33,28,1,1,2,3,1,12
1,24,33,28,1,2,1,3,1,32
1,24,33,28,1,2,1,3,1,27
1,24,33,28,1,3,5,3,1,19
1,24,33,28,1,3,5,3,1,17
1,24,33,28,1,3,1,3,1,20
1,24,33,28,1,3,11,3,1,26
1,24,33,28,1,3,1,3,1,14
1,24,33,28,1,2,1,3,1,35
1,24,33,28,1,3,1,3,1,31
1,24,33,28,1,1,5,3,1,23
1,24,33,28,1,2,1,3,1,19
1,24,33,28,1,2,5,3,1,35
1,24,33,28,1,3,2,3,1,35
1,24,33,28,1,3,1,3,1,18
1,24,33,28,1,2,1,3,1,23
1,24,33,28,1,3,5,3,1,17
1,24,33,28,1,3,11,3,1,19
1,24,33,28,1,3,5,3,1,18
1,24,33,28,1,2,5,3,1,49
1,24,33,28,1,3,5,3,1,16
1,24,33,28,1,3,8,3,1,19
1,24,33,28,1,3,11,3,1,29
1,24,33,28,1,3,1,3,1,31
1,24,33,28,1,3,1,3,1,23
1,24,33,28,1,2,1,3,1,31
1,24,33,28,1,2,9,3,1,10
1,24,33,28,1,3,1,3,1,16
1,24,33,28,1,2,5,3,1,5
1,24,33,28,1,3,5,3,1,14
1,24,33,28,1,2,1,3,1,18
1,24,33,28,1,2,1,3,1,26
1,24,33,28,1,2,11,3,1,53
1,24,33,28,1,3,5,3,1,15
1,24,33,28,1,3,1,3,1,13
1,24,33,28,1,2,8,3,1,49
1,24,33,28,1,2,1,3,1,31
2,24,47,25,1,3,5,3,1,22
2,24,47,25,1,1,9,3,1,23
2,24,47,25,1,2,1,3,1,27
2,24,47,25,1,3,5,3,1,27
2,24,47,25,1,2,7,3,1,33
2,24,47,25,1,3,1,3,1,17
2,24,47,25,1,3,1,3,1,14
2,24,47,25,1,3,1,3,1,27
2,24,47,25,1,3,11,3,1,34
2,24,47,25,1,3,4,3,1,20
2,24,47,25,1,3,1,3,1,17
2,24,47,25,1,1,2,3,1,15
2,24,47,25,1,3,5,3,1,19
2,24,47,25,1,3,1,3,1,22
2,24,47,25,1,2,1,3,1,2
2,24,47,25,1,3,5,3,1,15
2,24,47,25,1,3,1,3,1,19
2,24,47,25,1,3,5,3,1,19
2,24,47,25,1,3,1,3,1,19
2,24,47,25,1,3,1,3,1,23
2,24,47,25,1,2,1,3,1,35
2,24,47,25,1,1,11,3,1,4
2,24,47,25,1,1,1,3,1,23
2,24,47,25,1,1,1,3,1,2
2,24,47,25,1,3,1,3,1,15
2,24,47,25,1,3,1,3,1,20
2,24,47,25,1,3,4,3,1,12
2,24,47,25,1,3,1,3,1,16
2,24,47,25,1,2,1,3,1,35
2,24,47,25,1,3,5,3,1,23
2,24,47,25,1,3,2,3,1,27
2,24,47,25,1,3,5,3,1,24
2,24,47,25,1,1,1,3,1,13
2,24,47,25,1,2,5,3,1,3
2,24,47,25,1,3,5,3,1,26
2,24,47,25,1,2,5,3,1,37
2,24,47,25,1,3,10,3,1,15
2,24,47,25,1,3,2,3,1,7
2,24,47,25,1,2,5,3,1,20
2,24,47,25,1,1,5,3,1,6
2,24,47,25,1,2,9,3,1,32
2,24,47,25,1,3,1,3,1,14
2,24,47,25,1,3,7,3,1,26
2,24,47,25,1,3,5,3,1,22
2,24,47,25,1,2,1,3,1,25
2,24,47,25,1,3,1,3,1,15
2,24,47,25,1,1,5,3,1,19
2,24,47,25,1,3,1,3,1,23
2,24,47,25,1,1,5,3,1,15
2,24,47,25,1,3,4,3,1,20
2,24,47,25,1,3,11,3,1,19
2,24,47,25,1,2,5,3,1,16
2,24,47,25,1,2,8,3,1,37
2,24,47,25,1,1,10,3,1,18
2,24,47,25,1,2,1,3,1,27
2,24,47,25,1,3,1,3,1,23
2,24,47,25,1,3,1,3,1,20
3,24,47,25,1,2,5,3,1,38
3,24,47,25,1,1,11,3,1,15
3,24,47,25,1,3,3,3,1,38
3,24,47,25,1,3,8,3,1,32
3,24,47,25,1,3,1,3,1,24
3,24,47,25,1,3,4,3,1,21
3,24,47,25,1,3,1,3,1,16
3,24,47,25,1,3,5,3,1,18
3,24,47,25,1,2,8,3,1,42
3,24,47,25,1,3,5,3,1,28
3,24,47,25,1,3,5,3,1,35
3,24,47,25,1,1,5,3,1,3
3,24,47,25,1,3,4,3,1,14
3,24,47,25,1,3,1,3,1,23
3,24,47,25,1,3,1,3,1,9
3,24,47,25,1,3,5,3,1,12
3,24,47,25,1,2,1,3,1,36
3,24,47,25,1,3,5,3,1,13
3,24,47,25,1,3,1,3,1,25
3,24,47,25,1,3,1,3,1,11
3,24,47,25,1,3,1,3,1,18
3,24,47,25,1,3,5,3,1,2
3,24,47,25,1,2,1,3,1,47
3,24,47,25,1,3,5,3,1,26
3,24,47,25,1,3,5,3,1,2
3,24,47,25,1,2,1,3,1,38
3,24,47,25,1,1,5,3,1,5
3,24,47,25,1,2,1,3,1,39
3,24,47,25,1,1,5,3,1,4
3,24,47,25,1,2,7,3,1,25
3,24,47,25,1,1,5,3,1,5
3,24,47,25,1,3,5,3,1,20
3,24,47,25,1,3,5,3,1,20
3,24,47,25,1,1,1,3,1,15
3,24,47,25,1,1,5,3,1,3
3,24,47,25,1,3,1,3,1,32
3,24,47,25,1,2,1,3,1,50
3,24,47,25,1,2,1,3,1,55
3,24,47,25,1,2,1,3,1,36
3,24,47,25,1,3,11,3,1,21
3,24,47,25,1,3,1,3,1,12
3,24,47,25,1,1,2,3,1,20
3,24,47,25,1,3,5,3,1,14
3,24,47,25,1,2,1,3,1,26
3,24,47,25,1,2,1,3,1,2
3,24,47,25,1,3,5,3,1,14
3,24,47,25,1,2,8,3,1,35
3,24,47,25,1,2,1,3,1,41
3,24,47,25,1,2,5,3,1,39
3,24,47,25,1,3,1,3,1,35
3,24,47,25,1,3,5,3,1,28
3,24,47,25,1,2,1,3,1,6
3,24,47,25,1,3,5,3,1,17
3,24,47,25,1,3,1,3,1,6
3,24,47,25,1,3,8,3,1,29
3,24,47,25,1,3,1,3,1,4
3,24,47,25,1,1,5,3,1,7
3,24,47,25,1,1,5,3,1,7
3,24,47,25,1,3,9,3,1,23
3,24,47,25,1,1,5,3,1,20
3,24,47,25,1,2,1,3,1,40
3,24,47,25,1,3,5,3,1,10
3,24,47,25,1,3,1,3,1,32
3,24,47,25,1,3,5,3,1,32
3,24,47,25,1,3,5,3,1,17
3,24,47,25,1,2,1,3,1,32
3,25,67,9,1,3,1,1,1,34
3,25,67,9,1,3,5,1,1,11
3,25,67,9,1,3,1,1,1,21
3,25,67,9,1,1,1,1,1,8
3,25,67,9,0,1,1,1,1,4
3,25,67,9,0,3,5,1,1,16
3,25,67,9,1,1,5,1,1,26
3,25,67,9,0,1,5,1,1,2
3,25,67,9,1,2,5,1,1,17
3,25,67,9,1,3,1,1,1,20
3,25,67,9,1,3,5,1,1,16
3,25,67,9,0,3,5,1,1,19
3,25,67,9,0,1,2,1,1,8
3,25,67,9,1,1,1,1,1,5
3,25,67,9,1,3,5,1,1,15
3,25,67,9,0,3,5,1,1,11
3,25,67,9,1,3,5,1,1,8
3,25,67,9,1,3,5,1,1,16
3,25,67,9,0,1,5,1,1,6
3,25,67,9,1,2,2,1,1,42
3,25,67,9,0,3,9,1,1,42
3,25,67,9,1,3,5,1,1,28
3,25,67,9,1,1,5,1,1,15
3,25,67,9,1,3,5,1,1,25
3,25,67,9,0,3,7,1,1,28
3,25,67,9,1,3,1,1,1,22
3,25,67,9,1,3,5,1,1,18
3,25,67,9,1,1,5,1,1,6
3,25,67,9,1,3,1,1,1,14
3,25,67,9,1,3,1,1,1,18
3,25,67,9,0,1,5,1,1,25
3,25,67,9,1,3,1,1,1,4
3,25,67,9,0,1,11,1,1,3
3,25,67,9,0,1,5,1,1,4
3,25,67,9,1,3,5,1,1,21
3,25,67,9,1,2,1,1,1,30
3,26,51,12,1,3,5,3,1,28
3,26,51,12,1,3,1,3,1,4
3,26,51,12,1,1,1,3,1,3
3,26,51,12,1,3,1,3,1,16
3,26,51,12,1,3,1,3,1,9
3,26,51,12,1,1,1,3,1,1
3,26,51,12,1,1,1,3,1,3
3,26,51,12,1,3,1,3,1,5
3,26,51,12,1,1,10,3,1,23
3,26,51,12,1,3,1,3,1,8
3,26,51,12,1,1,6,3,1,24
3,26,51,12,1,2,4,3,1,41
3,26,51,12,1,1,1,3,1,1
3,26,51,12,1,3,1,3,1,4
3,26,51,12,1,1,1,3,1,2
3,26,51,12,1,2,11,3,1,47
3,26,51,12,1,2,1,3,1,26
3,26,51,12,1,3,4,3,1,14
3,26,51,12,1,3,1,3,1,8
3,26,51,12,1,2,1,3,1,38
3,26,51,12,1,3,1,3,1,22
3,26,51,12,1,1,5,3,1,16
3,26,51,12,1,1,10,3,1,12
3,26,51,12,1,1,10,3,1,6
3,26,51,12,1,3,1,3,1,15
3,26,51,12,1,2,5,3,1,37
3,26,51,12,1,3,1,3,1,24
3,26,51,12,1,1,1,3,1,12
3,26,51,12,1,1,1,3,1,21
3,26,51,12,1,3,10,3,1,28
3,26,51,12,1,3,6,3,1,21
3,26,51,12,1,3,2,3,1,39
3,26,51,12,1,3,11,3,1,35
3,26,51,12,1,3,1,3,1,2
3,26,51,12,1,2,1,3,1,22
3,26,51,12,1,3,10,3,1,9
3,26,51,12,1,3,9,3,1,33
3,26,51,12,1,3,1,3,1,5
3,26,51,12,1,3,5,3,1,21
3,26,51,12,1,3,1,3,1,27
3,26,51,12,1,3,1,3,1,24
3,26,51,12,1,3,5,3,1,7
3,26,51,12,1,1,11,3,1,28
3,26,51,12,1,3,1,3,1,22
3,26,51,12,1,3,5,3,1,29
3,26,51,12,1,3,1,3,1,13
3,26,51,12,1,1,1,3,1,12
3,26,51,12,1,3,1,3,1,20
3,26,51,12,1,3,9,3,1,26
3,26,51,12,1,3,1,3,1,34
3,26,51,12,1,1,1,3,1,12
3,26,51,12,1,3,1,3,1,3
3,26,51,12,1,1,5,3,1,17
3,26,51,12,1,3,6,3,1,17
3,26,51,12,1,1,2,3,1,7
3,26,51,12,1,3,5,3,1,32
3,26,51,12,1,3,6,3,1,27
3,26,51,12,1,2,1,3,1,19
3,26,51,12,1,1,10,3,1,15
3,26,51,12,1,3,1,3,1,7
3,26,51,12,1,1,4,3,1,20
3,26,51,12,1,3,1,3,1,13
3,26,51,12,1,2,7,3,1,28
3,26,51,12,1,2,1,3,1,17
3,26,51,12,1,3,6,3,1,44
3,26,51,12,1,3,5,3,1,31
3,26,51,12,1,3,11,3,1,33
2,27,39,36,0,2,7,2,3,16
2,27,39,36,0,1,5,2,3,19
2,27,39,36,0,2,1,2,3,13
2,27,39,36,0,3,1,2,3,15
2,27,39,36,0,2,1,2,3,38
2,27,39,36,0,2,1,2,3,30
2,27,39,36,0,3,1,2,3,30
2,27,39,36,0,2,1,2,3,8
2,27,39,36,0,2,1,2,3,4
2,27,39,36,0,3,1,2,3,22
2,27,39,36,0,2,1,2,3,11
2,27,39,36,0,3,1,2,3,14
2,27,39,36,0,3,1,2,3,16
2,27,39,36,0,3,11,2,3,37
2,27,39,36,0,2,1,2,3,38
2,27,39,36,0,3,1,2,3,14
2,27,39,36,0,3,5,2,3,25
2,27,39,36,0,3,1,2,3,5
2,27,39,36,0,1,2,2,3,46
2,27,39,36,0,3,1,2,3,35
2,27,39,36,0,2,1,2,3,12
2,27,39,36,0,1,1,2,3,6
2,27,39,36,0,2,1,2,3,18
2,27,39,36,0,2,1,2,3,33
2,27,39,36,0,3,5,2,3,13
2,27,39,36,0,3,1,2,3,6
2,27,39,36,0,3,1,2,3,33
2,27,39,36,0,2,1,2,3,33
2,27,39,36,0,2,1,2,3,21
2,27,39,36,0,2,5,2,3,8
2,27,39,36,0,3,1,2,3,41
2,27,39,36,0,3,5,2,3,20
2,27,39,36,0,2,1,2,3,10
2,27,39,36,0,2,1,2,3,37
2,27,39,36,0,2,1,2,3,15
2,27,39,36,0,3,5,2,3,12
2,27,39,36,0,1,1,2,3,5
2,27,39,36,0,1,1,2,3,10
2,27,39,36,0,1,1,2,3,6
2,27,39,36,0,2,1,2,3,18
2,27,39,36,0,2,1,2,3,13
2,27,39,36,0,3,1,2,3,14
2,27,39,36,0,1,7,2,3,5
2,27,39,36,0,1,1,2,3,45
2,27,39,36,0,2,1,2,3,34
2,27,39,36,0,3,11,2,3,14
2,27,39,36,0,2,1,2,3,48
2,27,39,36,0,3,1,2,3,30
2,27,39,36,0,3,1,2,3,20
2,27,39,36,0,2,7,2,3,33
2,27,39,36,0,2,1,2,3,21
2,27,39,36,0,2,1,2,3,26
2,27,39,36,0,2,1,2,3,41
2,27,39,36,0,3,1,2,3,5
2,27,39,36,0,2,1,2,3,41
2,27,39,36,0,3,1,2,3,30
2,27,39,36,0,3,1,2,3,4
2,27,39,36,0,3,1,2,3,10
2,27,39,36,0,2,1,2,3,16
2,27,39,36,0,3,7,2,3,33
2,27,39,36,0,2,1,2,3,23
2,27,39,36,0,1,7,2,3,9
2,27,39,36,0,2,1,2,3,32
2,27,39,36,0,3,1,2,3,23
2,27,39,36,0,2,1,2,3,13
2,27,39,36,0,3,11,2,3,11
2,27,39,36,0,3,1,2,3,27
2,27,39,36,0,3,2,2,3,17
2,27,39,36,0,3,1,2,3,33
2,27,39,36,0,3,1,2,3,1
2,27,39,36,0,2,1,2,3,6
3,27,39,31,0,1,1,2,3,13
3,27,39,31,0,2,10,2,3,45
3,27,39,31,0,3,5,2,3,19
3,27,39,31,0,2,1,2,3,26
3,27,39,31,0,1,5,2,3,2
3,27,39,31,0,3,1,2,3,24
3,27,39,31,0,3,1,2,3,4
3,27,39,31,0,2,1,2,3,32
3,27,39,31,0,3,5,2,3,5
3,27,39,31,0,1,1,2,3,5
3,27,39,31,0,3,1,2,3,7
3,27,39,31,0,3,1,2,3,16
3,27,39,31,0,1,11,2,3,24
3,27,39,31,0,2,7,2,3,68
3,27,39,31,0,3,5,2,3,4
3,27,39,31,0,2,11,2,3,42
3,27,39,31,0,3,1,2,3,31
3,27,39,31,0,3,1,2,3,11
3,27,39,31,0,3,1,2,3,16
3,27,39,31,0,1,11,2,3,6
3,27,39,31,0,2,11,2,3,27
3,27,39,31,0,3,1,2,3,21
3,27,39,31,0,3,1,2,3,28
3,27,39,31,0,1,11,2,3,4
3,27,39,31,0,3,1,2,3,31
3,27,39,31,0,2,1,2,3,25
3,27,39,31,0,3,11,2,3,5
3,27,39,31,0,1,11,2,3,27
3,27,39,31,0,1,1,2,3,4
3,27,39,31,0,3,1,2,3,23
3,27,39,31,0,1,1,2,3,16
3,27,39,31,0,1,1,2,3,5
3,27,39,31,0,1,1,2,3,8
3,27,39,31,0,2,5,2,3,14
3,27,39,31,0,3,1,2,3,20
3,27,39,31,0,3,1,2,3,18
3,27,39,31,0,3,1,2,3,25
3,27,39,31,0,3,1,2,3,28
3,27,39,31,0,2,1,2,3,8
3,27,39,31,0,1,1,2,3,8
3,27,39,31,0,2,11,2,3,55
3,27,39,31,0,2,5,2,3,10
3,27,39,31,0,3,1,2,3,2
3,27,39,31,0,3,1,2,3,30
3,27,39,31,0,3,1,2,3,8
3,27,39,31,0,2,1,2,3,61
3,27,39,31,0,3,7,2,3,53
3,27,39,31,0,2,1,2,3,50
3,27,39,31,0,2,1,2,3,42
3,27,39,31,0,2,1,2,3,15
3,27,39,31,0,2,1,2,3,25
3,27,39,31,0,3,1,2,3,25
3,27,39,31,0,3,5,2,3,10
3,27,39,31,0,2,7,2,3,26
3,27,39,31,0,2,7,2,3,44
3,27,39,31,0,2,1,2,3,58
3,27,39,31,0,1,1,2,3,12
3,27,39,31,0,1,1,2,3,7
3,27,39,31,0,3,1,2,3,17
3,27,39,31,0,2,11,2,3,26
3,27,39,31,0,3,11,2,3,33
3,27,39,31,0,3,1,2,3,10
3,27,39,31,0,2,1,2,3,31
3,27,39,31,0,1,1,2,3,3
3,27,39,31,0,1,11,2,3,18
3,27,39,31,0,2,1,2,3,16
3,27,39,31,0,3,5,2,3,25
3,27,39,31,0,2,1,2,3,26
3,27,39,31,0,2,11,2,3,32
3,27,39,31,0,3,1,2,3,26
3,27,39,31,0,3,1,2,3,14
3,27,39,31,0,3,1,2,3,56
3,27,39,31,0,3,1,2,3,19
3,27,39,31,0,3,1,2,3,31
3,27,39,31,0,2,1,2,3,36
2,28,24,23,1,2,1,3,3,47
2,28,24,23,1,3,1,3,3,6
2,28,24,23,1,3,1,3,3,13
2,28,24,23,1,2,1,3,3,61
2,28,24,23,1,3,1,3,3,28
2,28,24,23,1,3,11,3,3,40
2,28,24,23,1,1,1,3,3,11
2,28,24,23,1,2,11,3,3,46
2,28,24,23,1,2,1,3,3,45
2,28,24,23,1,1,1,3,3,19
2,28,24,23,1,2,1,3,3,24
2,28,24,23,1,1,1,3,3,13
2,28,24,23,1,3,11,3,3,54
2,28,24,23,1,2,1,3,3,42
2,28,24,23,1,2,1,3,3,38
2,28,24,23,1,1,1,3,3,4
2,28,24,23,1,3,1,3,3,25
2,28,24,23,1,2,1,3,3,53
2,28,24,23,1,3,1,3,3,46
2,28,24,23,1,2,1,3,3,62
2,28,24,23,1,3,1,3,3,55
2,28,24,23,1,3,1,3,3,19
2,28,24,23,1,2,11,3,3,60
2,28,24,23,1,3,1,3,3,29
2,28,24,23,1,3,1,3,3,12
2,28,24,23,1,3,11,3,3,48
2,28,24,23,1,2,5,3,3,25
2,28,24,23,1,3,1,3,3,23
2,28,24,23,1,3,1,3,3,19
2,28,24,23,1,3,1,3,3,6
2,28,24,23,1,2,11,3,3,39
2,28,24,23,1,1,1,3,3,8
2,28,24,23,1,3,1,3,3,10
3,28,24,28,1,1,1,3,3,16
3,28,24,28,1,3,1,3,3,33
3,28,24,28,1,2,1,3,3,46
3,28,24,28,1,3,5,3,3,29
3,28,24,28,1,3,1,3,3,4
3,28,24,28,1,3,1,3,3,12
3,28,24,28,1,3,11,3,3,37
3,28,24,28,1,2,1,3,3,42
3,28,24,28,1,3,5,3,3,35
3,28,24,28,1,1,1,3,3,9
3,28,24,28,1,2,1,3,3,42
3,28,24,28,1,3,1,3,3,41
3,28,24,28,1,1,5,3,3,35
3,28,24,28,1,3,11,3,3,30
3,28,24,28,1,2,1,3,3,57
3,28,24,28,1,2,1,3,3,38
3,28,24,28,1,2,1,3,3,35
3,28,24,28,1,3,1,3,3,26
3,28,24,28,1,2,1,3,3,60
3,28,24,28,1,2,1,3,3,43
3,28,24,28,1,2,1,3,3,56
3,28,24,28,1,2,1,3,3,55
3,28,24,28,1,2,1,3,3,62
3,28,24,28,1,3,1,3,3,30
3,28,24,28,1,2,1,3,3,47
3,28,24,28,1,1,9,3,3,23
3,28,24,28,1,3,5,3,3,39
3,28,24,28,1,3,5,3,3,38
3,28,24,28,1,3,11,3,3,62
3,28,24,28,1,2,1,3,3,47
3,28,24,28,1,3,3,3,3,32
3,28,24,28,1,3,1,3,3,3
3,28,24,28,1,2,1,3,3,56
3,28,24,28,1,1,1,3,3,4
3,28,24,28,1,2,11,3,3,50
2,29,37,25,0,1,11,2,3,25
2,29,37,25,0,3,1,2,3,13
2,29,37,25,0,3,1,2,3,29
2,29,37,25,0,1,5,2,3,3
2,29,37,25,0,2,1,2,3,10
2,29,37,25,0,3,5,2,3,10
2,29,37,25,0,3,11,2,3,43
2,29,37,25,0,3,1,2,3,26
2,29,37,25,0,3,11,2,3,8
2,29,37,25,0,3,1,2,3,11
2,29,37,25,0,3,1,2,3,5
2,29,37,25,0,3,1,2,3,33
2,29,37,25,0,1,1,2,3,8
2,29,37,25,0,3,1,2,3,41
2,29,37,25,0,3,9,2,3,54
2,29,37,25,0,2,11,2,3,37
2,29,37,25,0,2,1,2,3,32
2,29,37,25,0,3,1,2,3,2
2,29,37,25,0,2,11,2,3,29
2,29,37,25,0,3,5,2,3,15
2,29,37,25,0,3,1,2,3,31
2,29,37,25,0,2,1,2,3,48
2,29,37,25,0,1,11,2,3,18
2,29,37,25,0,3,1,2,3,4
2,29,37,25,0,3,1,2,3,24
2,29,37,25,0,1,1,2,3,6
2,29,37,25,0,3,1,2,3,24
2,29,37,25,0,2,11,2,3,47
2,29,37,25,0,1,5,2,3,4
2,29,37,25,0,1,11,2,3,4
2,29,37,25,0,3,7,2,3,8
2,29,37,25,0,3,11,2,3,10
2,29,37,25,0,2,11,2,3,43
2,29,37,25,0,1,1,2,3,15
2,29,37,25,0,3,1,2,3,6
2,29,37,25,0,2,1,2,3,36
2,29,37,25,0,3,1,2,3,14
2,29,37,25,0,3,11,2,3,27
2,29,37,25,0,2,1,2,3,41
2,29,37,25,0,2,2,2,3,42
2,29,37,25,0,3,1,2,3,3
2,29,37,25,0,1,1,2,3,16
2,29,37,25,0,3,1,2,3,7
2,29,37,25,0,1,1,2,3,6
2,29,37,25,0,1,1,2,3,6
2,29,37,25,0,3,11,2,3,13
2,29,37,25,0,1,1,2,3,39
2,29,37,25,0,2,1,2,3,20
2,29,37,25,0,3,1,2,3,8
2,29,37,25,0,2,1,2,3,54
2,29,37,25,0,1,2,2,3,10
2,29,37,25,0,3,1,2,3,7
2,29,37,25,0,1,1,2,3,6
2,29,37,25,0,2,1,2,3,24
2,29,37,25,0,1,1,2,3,9
2,29,37,25,0,3,1,2,3,18
2,29,37,25,0,1,11,2,3,9
2,29,37,25,0,3,1,2,3,16
2,29,37,25,0,3,1,2,3,29
2,29,37,25,0,1,5,2,3,2
2,29,37,25,0,3,1,2,3,12
2,29,37,25,0,2,1,2,3,21
2,29,37,25,0,3,1,2,3,19
2,29,37,25,0,1,11,2,3,1
2,29,37,25,0,3,2,2,3,8
2,29,37,25,0,3,11,2,3,24
2,29,37,25,0,3,1,2,3,15
2,29,37,25,0,2,11,2,3,36
2,29,37,25,0,3,1,2,3,24
2,29,37,25,0,3,1,2,3,22
2,29,37,25,0,2,1,2,3,6
2,29,37,25,0,1,1,2,3,11
3,29,37,25,0,1,5,2,3,7
3,29,37,25,0,2,1,2,3,31
3,29,37,25,0,3,1,2,3,16
3,29,37,25,0,3,1,2,3,36
3,29,37,25,0,3,2,2,3,12
3,29,37,25,0,3,11,2,3,29
3,29,37,25,0,3,5,2,3,16
3,29,37,25,0,2,1,2,3,29
3,29,37,25,0,1,11,2,3,29
3,29,37,25,0,2,1,2,3,15
3,29,37,25,0,2,1,2,3,21
3,29,37,25,0,3,1,2,3,21
3,29,37,25,0,1,5,2,3,9
3,29,37,25,0,3,1,2,3,36
3,29,37,25,0,2,1,2,3,28
3,29,37,25,0,2,1,2,3,57
3,29,37,25,0,3,1,2,3,1
3,29,37,25,0,3,1,2,3,12
3,29,37,25,0,3,5,2,3,14
3,29,37,25,0,3,1,2,3,23
3,29,37,25,0,3,5,2,3,8
3,29,37,25,0,3,1,2,3,24
3,29,37,25,0,3,1,2,3,15
3,29,37,25,0,2,1,2,3,16
3,29,37,25,0,3,1,2,3,42
3,29,37,25,0,2,1,2,3,18
3,29,37,25,0,2,1,2,3,49
3,29,37,25,0,1,5,2,3,11
3,29,37,25,0,1,1,2,3,11
3,29,37,25,0,2,1,2,3,19
3,29,37,25,0,2,1,2,3,41
3,29,37,25,0,3,11,2,3,34
3,29,37,25,0,1,1,2,3,17
3,29,37,25,0,3,1,2,3,5
3,29,37,25,0,1,1,2,3,15
3,29,37,25,0,3,5,2,3,14
3,29,37,25,0,3,1,2,3,4
3,29,37,25,0,3,1,2,3,16
3,29,37,25,0,3,1,2,3,7
3,29,37,25,0,1,11,2,3,1
3,29,37,25,0,2,1,2,3,8
3,29,37,25,0,2,11,2,3,28
3,29,37,25,0,3,1,2,3,12
3,29,37,25,0,2,1,2,3,20
3,29,37,25,0,1,1,2,3,10
3,29,37,25,0,1,5,2,3,18
3,29,37,25,0,1,1,2,3,17
3,29,37,25,0,2,1,2,3,4
3,29,37,25,0,3,1,2,3,24
3,29,37,25,0,3,1,2,3,28
3,29,37,25,0,2,1,2,3,22
3,29,37,25,0,1,11,2,3,5
3,29,37,25,0,2,1,2,3,47
3,29,37,25,0,2,1,2,3,13
3,29,37,25,0,2,1,2,3,30
3,29,37,25,0,2,1,2,3,11
3,29,37,25,0,2,1,2,3,28
3,29,37,25,0,3,1,2,3,26
3,29,37,25,0,3,1,2,3,21
3,29,37,25,0,2,1,2,3,46
3,29,37,25,0,3,1,2,3,6
3,29,37,25,0,3,1,2,3,18
3,29,37,25,0,3,1,2,3,26
3,29,37,25,0,2,2,2,3,20
3,29,37,25,0,3,1,2,3,24
1,30,14,38,0,2,1,1,1,14
1,30,14,38,1,3,1,1,1,36
1,30,14,38,1,3,1,1,1,16
1,30,14,38,1,3,1,1,1,27
1,30,14,38,1,1,1,1,1,7
1,30,14,38,1,3,1,1,1,30
1,30,14,38,0,1,1,1,1,8
1,30,14,38,1,3,1,1,1,28
1,30,14,38,1,3,5,1,1,26
1,30,14,38,0,3,1,1,1,9
1,30,14,38,1,1,1,1,1,12
1,30,14,38,1,3,1,1,1,14
1,30,14,38,0,2,1,1,1,31
1,30,14,38,0,2,1,1,1,27
1,30,14,38,0,2,1,1,1,26
1,30,14,38,1,2,1,1,1,29
1,30,14,38,1,2,1,1,1,34
1,30,14,38,0,3,1,1,1,2
1,30,14,38,1,2,1,1,1,37
1,30,14,38,1,3,8,1,1,12
1,30,14,38,0,3,1,1,1,12
1,30,14,38,0,3,1,1,1,25
1,30,14,38,0,2,1,1,1,23
1,30,14,38,0,2,1,1,1,32
1,30,14,38,1,2,1,1,1,24
1,30,14,38,0,2,1,1,1,42
1,30,14,38,1,1,5,1,1,8
1,30,14,38,0,3,1,1,1,28
1,30,14,38,0,1,1,1,1,8
1,30,14,38,1,3,1,1,1,39
1,30,14,38,1,3,1,1,1,32
1,30,14,38,1,2,1,1,1,40
1,30,14,38,0,3,1,1,1,20
1,30,14,38,0,2,1,1,1,17
1,30,14,38,0,3,1,1,1,6
