Linkage,Affinity,Number_of_Clusters,TASK_Group
single,euclidean,18,"{'0': [12, 10], '1': [83, 20, 5, 46, 61, 67, 90, 22, 89, 57, 6, 28, 24, 27, 70, 92, 18], '2': [59], '3': [9], '4': [91], '5': [30], '6': [2], '7': [25], '8': [87], '9': [86], '10': [55], '11': [81], '12': [84], '13': [76], '14': [85], '15': [80], '16': [52], '17': [78]}"
single,euclidean,19,"{'0': [83, 20, 5, 46, 61, 67, 90, 22, 89, 57, 6, 28, 24, 27, 70, 92, 18], '1': [10], '2': [59], '3': [9], '4': [91], '5': [30], '6': [2], '7': [25], '8': [12], '9': [86], '10': [55], '11': [81], '12': [84], '13': [76], '14': [85], '15': [80], '16': [52], '17': [78], '18': [87]}"
single,euclidean,20,"{'0': [83, 20, 5, 46, 67, 90, 22, 89, 57, 6, 28, 24, 27, 70, 92, 18], '1': [10], '2': [59], '3': [9], '4': [91], '5': [30], '6': [2], '7': [25], '8': [12], '9': [61], '10': [55], '11': [81], '12': [84], '13': [76], '14': [85], '15': [80], '16': [52], '17': [78], '18': [87], '19': [86]}"
single,manhattan,2,"{'0': [83, 52, 80, 76, 25, 85, 20, 86, 84, 78, 5, 30, 2, 55, 87, 46, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 9, 24, 27, 59, 70, 92, 18, 10], '1': [81]}"
single,manhattan,3,"{'0': [83, 52, 76, 25, 85, 20, 86, 84, 78, 5, 30, 2, 55, 87, 46, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 9, 24, 27, 59, 70, 92, 18, 10], '1': [81], '2': [80]}"
single,manhattan,4,"{'0': [83, 52, 76, 25, 85, 20, 84, 78, 5, 30, 2, 55, 87, 46, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 9, 24, 27, 59, 70, 92, 18, 10], '1': [86], '2': [80], '3': [81]}"
single,manhattan,5,"{'0': [83, 52, 76, 25, 85, 20, 84, 5, 30, 2, 55, 87, 46, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 9, 24, 27, 59, 70, 92, 18, 10], '1': [78], '2': [80], '3': [81], '4': [86]}"
single,manhattan,6,"{'0': [83, 52, 25, 85, 20, 84, 5, 30, 2, 55, 87, 46, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 9, 24, 27, 59, 70, 92, 18, 10], '1': [78], '2': [76], '3': [81], '4': [86], '5': [80]}"
single,manhattan,7,"{'0': [83, 52, 25, 85, 20, 5, 30, 2, 55, 87, 46, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 9, 24, 27, 59, 70, 92, 18, 10], '1': [78], '2': [84], '3': [81], '4': [86], '5': [80], '6': [76]}"
single,manhattan,8,"{'0': [83, 52, 25, 85, 20, 5, 30, 2, 55, 87, 46, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 24, 27, 59, 70, 92, 18, 10], '1': [9], '2': [84], '3': [78], '4': [86], '5': [80], '6': [76], '7': [81]}"
single,manhattan,9,"{'0': [83, 52, 25, 85, 20, 5, 30, 2, 55, 87, 46, 12, 61, 67, 90, 22, 89, 57, 6, 28, 24, 27, 59, 70, 92, 18, 10], '1': [9], '2': [84], '3': [91], '4': [86], '5': [80], '6': [76], '7': [81], '8': [78]}"
single,manhattan,10,"{'0': [83, 52, 25, 85, 20, 5, 30, 2, 87, 46, 12, 61, 67, 90, 22, 89, 57, 6, 28, 24, 27, 59, 70, 92, 18, 10], '1': [9], '2': [84], '3': [91], '4': [55], '5': [80], '6': [76], '7': [81], '8': [78], '9': [86]}"
single,manhattan,11,"{'0': [83, 52, 25, 85, 20, 5, 30, 87, 46, 12, 61, 67, 90, 22, 89, 57, 6, 28, 24, 27, 59, 70, 92, 18, 10], '1': [9], '2': [84], '3': [91], '4': [55], '5': [80], '6': [76], '7': [81], '8': [78], '9': [86], '10': [2]}"
single,manhattan,12,"{'0': [83, 52, 25, 85, 20, 5, 87, 46, 12, 61, 67, 90, 22, 89, 57, 6, 28, 24, 27, 59, 70, 92, 18, 10], '1': [9], '2': [30], '3': [91], '4': [55], '5': [84], '6': [76], '7': [81], '8': [78], '9': [86], '10': [2], '11': [80]}"
single,manhattan,13,"{'0': [83, 52, 25, 85, 20, 5, 46, 12, 61, 67, 90, 22, 89, 57, 6, 28, 24, 27, 59, 70, 92, 18, 10], '1': [9], '2': [87], '3': [91], '4': [55], '5': [30], '6': [76], '7': [81], '8': [78], '9': [86], '10': [2], '11': [80], '12': [84]}"
single,manhattan,14,"{'0': [83, 52, 25, 85, 20, 5, 46, 12, 61, 67, 90, 22, 89, 57, 6, 28, 24, 27, 70, 92, 18, 10], '1': [9], '2': [59], '3': [91], '4': [55], '5': [30], '6': [87], '7': [81], '8': [78], '9': [86], '10': [2], '11': [80], '12': [84], '13': [76]}"
single,manhattan,15,"{'0': [83, 52, 25, 85, 20, 5, 46, 12, 67, 90, 22, 89, 57, 6, 28, 24, 27, 70, 92, 18, 10], '1': [9], '2': [59], '3': [91], '4': [55], '5': [30], '6': [61], '7': [81], '8': [78], '9': [86], '10': [2], '11': [80], '12': [84], '13': [76], '14': [87]}"
single,manhattan,16,"{'0': [83, 52, 25, 20, 5, 46, 12, 67, 90, 22, 89, 57, 6, 28, 24, 27, 70, 92, 18, 10], '1': [9], '2': [59], '3': [91], '4': [55], '5': [30], '6': [61], '7': [85], '8': [78], '9': [86], '10': [2], '11': [80], '12': [84], '13': [76], '14': [87], '15': [81]}"
single,manhattan,17,"{'0': [83, 52, 25, 20, 5, 46, 12, 67, 90, 22, 89, 57, 6, 28, 24, 27, 70, 92, 18], '1': [10], '2': [59], '3': [9], '4': [55], '5': [30], '6': [61], '7': [91], '8': [78], '9': [86], '10': [2], '11': [80], '12': [84], '13': [76], '14': [87], '15': [81], '16': [85]}"
single,manhattan,18,"{'0': [83, 25, 20, 5, 46, 12, 67, 90, 22, 89, 57, 6, 28, 24, 27, 70, 92, 18], '1': [10], '2': [59], '3': [9], '4': [55], '5': [30], '6': [61], '7': [91], '8': [78], '9': [86], '10': [2], '11': [80], '12': [84], '13': [76], '14': [87], '15': [81], '16': [85], '17': [52]}"
single,manhattan,19,"{'0': [83, 25, 20, 5, 46, 67, 90, 22, 89, 57, 6, 28, 24, 27, 70, 92, 18], '1': [10], '2': [59], '3': [9], '4': [55], '5': [30], '6': [61], '7': [91], '8': [12], '9': [86], '10': [2], '11': [80], '12': [84], '13': [76], '14': [87], '15': [81], '16': [85], '17': [52], '18': [78]}"
single,manhattan,20,"{'0': [83, 25, 20, 5, 46, 90, 22, 89, 57, 6, 28, 24, 27, 70, 92, 18], '1': [10], '2': [59], '3': [9], '4': [67], '5': [30], '6': [61], '7': [91], '8': [12], '9': [55], '10': [2], '11': [80], '12': [84], '13': [76], '14': [87], '15': [81], '16': [85], '17': [52], '18': [78], '19': [86]}"
single,cosine,2,"{'0': [83, 81, 80, 76, 25, 85, 20, 86, 78, 5, 30, 46, 12, 67, 90, 91, 22, 57, 6, 28, 9, 24, 27, 59, 70, 18, 10], '1': [52, 84, 2, 55, 87, 61, 89, 92]}"
single,cosine,3,"{'0': [76, 25, 85, 86, 78, 30, 91, 22, 28, 9, 24, 27, 18], '1': [52, 84, 2, 55, 87, 61, 89, 92], '2': [83, 81, 80, 20, 5, 46, 12, 67, 90, 57, 6, 59, 70, 10]}"
single,cosine,4,"{'0': [76, 25, 85, 86, 30, 91, 22, 28, 9, 24, 27, 18], '1': [52, 84, 2, 55, 87, 61, 89, 92], '2': [83, 81, 80, 20, 5, 46, 12, 67, 90, 57, 6, 59, 70, 10], '3': [78]}"
single,cosine,5,"{'0': [52, 84, 2, 55, 87, 61, 89, 92], '1': [25, 85, 86, 30, 91, 22, 28, 9, 24, 27, 18], '2': [83, 81, 80, 20, 5, 46, 12, 67, 90, 57, 6, 59, 70, 10], '3': [78], '4': [76]}"
single,cosine,6,"{'0': [84, 55, 87], '1': [25, 85, 86, 30, 91, 22, 28, 9, 24, 27, 18], '2': [83, 81, 80, 20, 5, 46, 12, 67, 90, 57, 6, 59, 70, 10], '3': [78], '4': [76], '5': [52, 2, 61, 89, 92]}"
single,cosine,7,"{'0': [83, 81, 80, 20, 5, 46, 12, 67, 90, 57, 6, 59, 70, 10], '1': [25, 85, 86, 30, 91, 22, 28, 9, 24, 27, 18], '2': [52, 2, 61, 89, 92], '3': [78], '4': [76], '5': [84, 87], '6': [55]}"
single,cosine,8,"{'0': [81, 80, 20, 5, 12, 67, 90, 57, 6, 59, 70, 10], '1': [25, 85, 86, 30, 91, 22, 28, 9, 24, 27, 18], '2': [52, 2, 61, 89, 92], '3': [83, 46], '4': [76], '5': [84, 87], '6': [55], '7': [78]}"
single,cosine,9,"{'0': [25, 85, 86, 30, 91, 22, 28, 9, 24, 27, 18], '1': [81, 80, 20, 5, 12, 67, 90, 57, 6, 59, 70], '2': [52, 2, 61, 89, 92], '3': [83, 46], '4': [76], '5': [84, 87], '6': [55], '7': [78], '8': [10]}"
single,cosine,10,"{'0': [52, 2, 61, 89, 92], '1': [81, 80, 20, 5, 12, 67, 90, 57, 6, 59, 70], '2': [30, 22, 24, 18], '3': [83, 46], '4': [25, 85, 86, 91, 28, 9, 27], '5': [84, 87], '6': [55], '7': [78], '8': [10], '9': [76]}"
single,cosine,11,"{'0': [81, 80, 20, 5, 12, 67, 90, 57, 6, 59, 70], '1': [52, 61, 89, 92], '2': [30, 22, 24, 18], '3': [83, 46], '4': [25, 85, 86, 91, 28, 9, 27], '5': [84, 87], '6': [55], '7': [78], '8': [10], '9': [76], '10': [2]}"
single,cosine,12,"{'0': [30, 22, 24, 18], '1': [52, 61, 89, 92], '2': [81, 80, 20, 5, 67, 90, 57, 6, 59, 70], '3': [83, 46], '4': [25, 85, 86, 91, 28, 9, 27], '5': [84, 87], '6': [55], '7': [78], '8': [10], '9': [76], '10': [2], '11': [12]}"
single,cosine,13,"{'0': [52, 61, 89, 92], '1': [25, 85, 86, 91, 28, 9, 27], '2': [81, 80, 20, 5, 67, 90, 57, 6, 59, 70], '3': [83, 46], '4': [22, 24, 18], '5': [84, 87], '6': [55], '7': [78], '8': [10], '9': [76], '10': [2], '11': [12], '12': [30]}"
single,cosine,14,"{'0': [25, 85, 86, 91, 28, 9, 27], '1': [61, 89, 92], '2': [81, 80, 20, 5, 67, 90, 57, 6, 59, 70], '3': [83, 46], '4': [22, 24, 18], '5': [84, 87], '6': [55], '7': [78], '8': [10], '9': [76], '10': [2], '11': [12], '12': [30], '13': [52]}"
single,cosine,15,"{'0': [25, 86, 91, 28, 9], '1': [61, 89, 92], '2': [81, 80, 20, 5, 67, 90, 57, 6, 59, 70], '3': [83, 46], '4': [22, 24, 18], '5': [84, 87], '6': [85, 27], '7': [78], '8': [10], '9': [76], '10': [2], '11': [12], '12': [30], '13': [52], '14': [55]}"
single,cosine,16,"{'0': [61, 89, 92], '1': [22, 24, 18], '2': [81, 80, 20, 5, 67, 90, 57, 6, 59, 70], '3': [83, 46], '4': [25, 86, 91, 9], '5': [84, 87], '6': [85, 27], '7': [28], '8': [10], '9': [76], '10': [2], '11': [12], '12': [30], '13': [52], '14': [55], '15': [78]}"
single,cosine,17,"{'0': [22, 24, 18], '1': [25, 86, 91, 9], '2': [81, 80, 20, 5, 67, 90, 57, 6, 59, 70], '3': [83, 46], '4': [61, 92], '5': [84, 87], '6': [85, 27], '7': [28], '8': [10], '9': [76], '10': [2], '11': [12], '12': [30], '13': [52], '14': [55], '15': [78], '16': [89]}"
single,cosine,18,"{'0': [25, 86, 91, 9], '1': [83, 46], '2': [81, 80, 20, 5, 67, 90, 57, 6, 59, 70], '3': [22, 24], '4': [61, 92], '5': [84, 87], '6': [85, 27], '7': [28], '8': [10], '9': [76], '10': [2], '11': [12], '12': [30], '13': [52], '14': [55], '15': [78], '16': [89], '17': [18]}"
single,cosine,19,"{'0': [81, 80, 20, 5, 67, 90, 57, 6, 59, 70], '1': [83, 46], '2': [85, 27], '3': [22, 24], '4': [61, 92], '5': [84, 87], '6': [25, 86, 9], '7': [28], '8': [10], '9': [76], '10': [2], '11': [12], '12': [30], '13': [52], '14': [55], '15': [78], '16': [89], '17': [18], '18': [91]}"
single,cosine,20,"{'0': [85, 27], '1': [83, 46], '2': [80, 20, 5, 67, 90, 57, 6, 59, 70], '3': [22, 24], '4': [61, 92], '5': [84, 87], '6': [25, 86, 9], '7': [28], '8': [10], '9': [76], '10': [2], '11': [12], '12': [30], '13': [52], '14': [55], '15': [78], '16': [89], '17': [18], '18': [91], '19': [81]}"
single,precomputed,2,"{'0': [83, 52, 81, 80, 76, 25, 85, 20, 86, 84, 78, 5, 30, 2, 55, 87, 46, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 9, 24, 27, 59, 92, 18, 10], '1': [70]}"
single,precomputed,3,"{'0': [83, 52, 81, 80, 76, 25, 85, 86, 84, 78, 5, 30, 2, 55, 87, 46, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 9, 24, 27, 59, 92, 18, 10], '1': [70], '2': [20]}"
single,precomputed,4,"{'0': [52, 81, 80, 76, 25, 85, 86, 84, 78, 5, 30, 2, 55, 87, 46, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 9, 24, 27, 59, 92, 18, 10], '1': [70], '2': [20], '3': [83]}"
single,precomputed,5,"{'0': [52, 81, 80, 76, 25, 85, 86, 84, 78, 5, 30, 2, 55, 87, 46, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 9, 24, 27, 59, 18, 10], '1': [92], '2': [20], '3': [83], '4': [70]}"
single,precomputed,6,"{'0': [52, 81, 80, 76, 25, 85, 86, 84, 78, 5, 30, 2, 55, 87, 12, 61, 67, 90, 91, 22, 89, 57, 6, 28, 9, 24, 27, 59, 18, 10], '1': [92], '2': [46], '3': [83], '4': [70], '5': [20]}"
single,precomputed,7,"{'0': [52, 81, 80, 76, 25, 85, 86, 84, 78, 5, 30, 2, 55, 87, 12, 61, 67, 90, 91, 22, 89, 57, 6, 9, 24, 27, 59, 18, 10], '1': [92], '2': [28], '3': [83], '4': [70], '5': [20], '6': [46]}"
single,precomputed,8,"{'0': [52, 81, 80, 76, 25, 85, 86, 84, 78, 30, 2, 55, 87, 12, 61, 67, 90, 91, 22, 89, 57, 6, 9, 24, 27, 59, 18, 10], '1': [92], '2': [28], '3': [5], '4': [70], '5': [20], '6': [46], '7': [83]}"
single,precomputed,9,"{'0': [52, 81, 80, 76, 25, 85, 86, 84, 78, 30, 2, 55, 87, 12, 61, 67, 91, 22, 89, 57, 6, 9, 24, 27, 59, 18, 10], '1': [92], '2': [28], '3': [90], '4': [70], '5': [20], '6': [46], '7': [83], '8': [5]}"
single,precomputed,10,"{'0': [52, 81, 80, 76, 25, 85, 86, 84, 78, 30, 2, 55, 87, 12, 61, 67, 91, 22, 57, 6, 9, 24, 27, 59, 18, 10], '1': [92], '2': [28], '3': [90], '4': [70], '5': [20], '6': [46], '7': [83], '8': [5], '9': [89]}"
single,precomputed,11,"{'0': [52, 81, 80, 76, 25, 85, 86, 84, 78, 30, 2, 55, 87, 12, 61, 67, 91, 22, 57, 6, 9, 24, 27, 59], '1': [18, 10], '2': [28], '3': [90], '4': [92], '5': [20], '6': [46], '7': [83], '8': [5], '9': [89], '10': [70]}"
single,precomputed,12,"{'0': [52, 81, 80, 76, 25, 85, 86, 84, 78, 30, 2, 55, 87, 12, 61, 67, 91, 57, 6, 9, 24, 27, 59], '1': [18, 10], '2': [28], '3': [90], '4': [92], '5': [22], '6': [46], '7': [83], '8': [5], '9': [89], '10': [70], '11': [20]}"
single,precomputed,13,"{'0': [52, 81, 80, 76, 25, 85, 86, 84, 78, 30, 2, 55, 87, 12, 61, 67, 57, 6, 9, 24, 27, 59], '1': [18, 10], '2': [28], '3': [90], '4': [92], '5': [22], '6': [46], '7': [83], '8': [5], '9': [89], '10': [70], '11': [20], '12': [91]}"
single,precomputed,14,"{'0': [81, 80, 25, 85, 86, 84, 78, 30, 55, 87, 61, 67, 57, 6, 9, 24, 27, 59], '1': [18, 10], '2': [52, 76, 2, 12], '3': [90], '4': [92], '5': [22], '6': [28], '7': [83], '8': [5], '9': [89], '10': [70], '11': [20], '12': [91], '13': [46]}"
single,precomputed,15,"{'0': [81, 80, 25, 85, 86, 84, 78, 30, 87, 61, 67, 57, 6, 9, 24, 27, 59], '1': [18, 10], '2': [52, 76, 2, 12], '3': [90], '4': [92], '5': [22], '6': [28], '7': [83], '8': [5], '9': [89], '10': [70], '11': [20], '12': [91], '13': [46], '14': [55]}"
single,precomputed,16,"{'0': [18, 10], '1': [81, 80, 25, 85, 86, 84, 78, 30, 87, 61, 67, 6, 9, 24, 27, 59], '2': [52, 76, 2, 12], '3': [57], '4': [92], '5': [22], '6': [28], '7': [90], '8': [5], '9': [89], '10': [70], '11': [20], '12': [91], '13': [46], '14': [55], '15': [83]}"
single,precomputed,17,"{'0': [81, 80, 25, 85, 86, 84, 78, 30, 87, 61, 67, 6, 9, 24, 27, 59], '1': [10], '2': [52, 76, 2, 12], '3': [18], '4': [92], '5': [22], '6': [28], '7': [57], '8': [5], '9': [89], '10': [70], '11': [20], '12': [91], '13': [46], '14': [55], '15': [83], '16': [90]}"
single,precomputed,18,"{'0': [81, 80, 25, 85, 86, 84, 78, 30, 87, 67, 6, 9, 24, 27, 59], '1': [10], '2': [52, 76, 2, 12], '3': [18], '4': [92], '5': [22], '6': [28], '7': [57], '8': [61], '9': [89], '10': [70], '11': [20], '12': [91], '13': [46], '14': [55], '15': [83], '16': [90], '17': [5]}"
single,precomputed,19,"{'0': [52, 76, 2, 12], '1': [10], '2': [81, 80, 25, 85, 86, 84, 78, 30, 87, 6, 9, 24, 27, 59], '3': [18], '4': [92], '5': [22], '6': [28], '7': [57], '8': [67], '9': [89], '10': [70], '11': [20], '12': [91], '13': [46], '14': [55], '15': [83], '16': [90], '17': [5], '18': [61]}"
single,precomputed,20,"{'0': [76, 2, 12], '1': [10], '2': [81, 80, 25, 85, 86, 84, 78, 30, 87, 6, 9, 24, 27, 59], '3': [18], '4': [92], '5': [22], '6': [28], '7': [57], '8': [67], '9': [89], '10': [70], '11': [20], '12': [91], '13': [46], '14': [55], '15': [83], '16': [90], '17': [5], '18': [61], '19': [52]}"
complete,euclidean,2,"{'0': [83, 52, 81, 80, 85, 20, 84, 5, 2, 55, 87, 46, 12, 61, 67, 90, 89, 57, 6, 27, 59, 70, 92, 10], '1': [76, 25, 86, 78, 30, 91, 22, 28, 9, 24, 18]}"
complete,euclidean,3,"{'0': [83, 52, 85, 20, 84, 5, 2, 55, 87, 46, 12, 61, 67, 90, 89, 57, 6, 27, 59, 70, 92, 10], '1': [76, 25, 86, 78, 30, 91, 22, 28, 9, 24, 18], '2': [81, 80]}"
complete,euclidean,4,"{'0': [76, 25, 86, 78, 30, 91, 22, 28, 9, 24, 18], '1': [83, 52, 20, 5, 2, 55, 46, 12, 61, 67, 90, 89, 57, 6, 59, 70, 92, 10], '2': [81, 80], '3': [85, 84, 87, 27]}"
complete,euclidean,5,"{'0': [81, 80], '1': [83, 52, 20, 5, 2, 55, 46, 12, 61, 67, 90, 89, 57, 6, 59, 70, 92, 10], '2': [76, 78, 30, 91, 22, 28, 24, 18], '3': [85, 84, 87, 27], '4': [25, 86, 9]}"
complete,euclidean,6,"{'0': [83, 52, 20, 5, 2, 55, 46, 12, 61, 67, 90, 89, 57, 6, 59, 70, 92, 10], '1': [85, 84, 87, 27], '2': [76, 78, 30, 91, 22, 28, 24, 18], '3': [80], '4': [25, 86, 9], '5': [81]}"
complete,euclidean,7,"{'0': [85, 84, 87, 27], '1': [25, 86, 9], '2': [76, 78, 30, 91, 22, 28, 24, 18], '3': [80], '4': [83, 20, 5, 46, 12, 67, 90, 57, 6, 59, 70, 10], '5': [81], '6': [52, 2, 55, 61, 89, 92]}"
complete,euclidean,8,"{'0': [76, 78, 30, 91, 22, 28, 24, 18], '1': [25, 86, 9], '2': [52, 2, 55, 61, 89, 92], '3': [85, 27], '4': [83, 20, 5, 46, 12, 67, 90, 57, 6, 59, 70, 10], '5': [81], '6': [84, 87], '7': [80]}"
complete,euclidean,9,"{'0': [25, 86, 9], '1': [30, 91, 22, 28, 24, 18], '2': [52, 2, 55, 61, 89, 92], '3': [76, 78], '4': [83, 20, 5, 46, 12, 67, 90, 57, 6, 59, 70, 10], '5': [81], '6': [84, 87], '7': [80], '8': [85, 27]}"
complete,euclidean,10,"{'0': [30, 91, 22, 28, 24, 18], '1': [76, 78], '2': [52, 2, 55, 61, 89, 92], '3': [25, 9], '4': [83, 20, 5, 46, 12, 67, 90, 57, 6, 59, 70, 10], '5': [81], '6': [84, 87], '7': [80], '8': [85, 27], '9': [86]}"
complete,euclidean,11,"{'0': [76, 78], '1': [83, 20, 5, 46, 12, 67, 90, 57, 6, 59, 70, 10], '2': [52, 2, 55, 61, 89, 92], '3': [25, 9], '4': [30, 22, 28, 24, 18], '5': [81], '6': [84, 87], '7': [80], '8': [85, 27], '9': [86], '10': [91]}"
complete,euclidean,12,"{'0': [83, 20, 5, 46, 12, 67, 90, 57, 6, 59, 70, 10], '1': [30, 22, 28, 24, 18], '2': [52, 2, 55, 61, 89, 92], '3': [25, 9], '4': [91], '5': [76], '6': [84, 87], '7': [80], '8': [85, 27], '9': [86], '10': [78], '11': [81]}"
complete,euclidean,13,"{'0': [52, 2, 55, 61, 89, 92], '1': [30, 22, 28, 24, 18], '2': [20, 67, 90, 57, 6, 59, 70], '3': [25, 9], '4': [91], '5': [83, 5, 46, 12, 10], '6': [84, 87], '7': [80], '8': [85, 27], '9': [86], '10': [78], '11': [81], '12': [76]}"
complete,euclidean,14,"{'0': [30, 22, 28, 24, 18], '1': [52, 2, 55, 89, 92], '2': [20, 67, 90, 57, 6, 59, 70], '3': [25, 9], '4': [91], '5': [83, 5, 46, 12, 10], '6': [84, 87], '7': [80], '8': [85, 27], '9': [86], '10': [78], '11': [81], '12': [76], '13': [61]}"
complete,euclidean,15,"{'0': [52, 2, 55, 89, 92], '1': [25, 9], '2': [20, 67, 90, 57, 6, 59, 70], '3': [30, 24], '4': [91], '5': [83, 5, 46, 12, 10], '6': [84, 87], '7': [80], '8': [85, 27], '9': [86], '10': [78], '11': [81], '12': [76], '13': [61], '14': [22, 28, 18]}"
complete,euclidean,16,"{'0': [20, 67, 90, 57, 6, 59, 70], '1': [25, 9], '2': [84, 87], '3': [30, 24], '4': [91], '5': [83, 5, 46, 12, 10], '6': [52, 2, 89, 92], '7': [55], '8': [85, 27], '9': [86], '10': [78], '11': [81], '12': [76], '13': [61], '14': [22, 28, 18], '15': [80]}"
complete,euclidean,17,"{'0': [84, 87], '1': [25, 9], '2': [52, 2, 89, 92], '3': [30, 24], '4': [91], '5': [83, 5, 46, 12, 10], '6': [20, 67, 90, 57, 6, 70], '7': [59], '8': [85, 27], '9': [86], '10': [78], '11': [81], '12': [76], '13': [61], '14': [22, 28, 18], '15': [80], '16': [55]}"
complete,euclidean,18,"{'0': [52, 2, 89, 92], '1': [25, 9], '2': [83, 5, 46, 12, 10], '3': [30, 24], '4': [91], '5': [87], '6': [20, 67, 90, 57, 6, 70], '7': [59], '8': [85, 27], '9': [86], '10': [78], '11': [81], '12': [76], '13': [61], '14': [22, 28, 18], '15': [80], '16': [55], '17': [84]}"
complete,euclidean,19,"{'0': [83, 5, 46, 12, 10], '1': [25, 9], '2': [20, 67, 90, 57, 6, 70], '3': [30, 24], '4': [91], '5': [87], '6': [52, 89, 92], '7': [59], '8': [85, 27], '9': [86], '10': [78], '11': [81], '12': [76], '13': [61], '14': [22, 28, 18], '15': [80], '16': [55], '17': [84], '18': [2]}"
complete,euclidean,20,"{'0': [25, 9], '1': [30, 24], '2': [20, 67, 90, 57, 6, 70], '3': [85, 27], '4': [83, 5, 46], '5': [87], '6': [52, 89, 92], '7': [59], '8': [12, 10], '9': [91], '10': [78], '11': [81], '12': [76], '13': [61], '14': [22, 28, 18], '15': [80], '16': [55], '17': [84], '18': [2], '19': [86]}"
complete,manhattan,2,"{'0': [83, 52, 81, 80, 85, 20, 84, 78, 5, 2, 55, 87, 46, 12, 61, 67, 90, 89, 57, 6, 27, 59, 70, 92, 10], '1': [76, 25, 86, 30, 91, 22, 28, 9, 24, 18]}"
complete,manhattan,3,"{'0': [83, 52, 85, 20, 84, 78, 5, 2, 55, 87, 46, 12, 61, 67, 90, 89, 57, 6, 27, 59, 70, 92, 10], '1': [76, 25, 86, 30, 91, 22, 28, 9, 24, 18], '2': [81, 80]}"
complete,manhattan,4,"{'0': [81, 80], '1': [76, 25, 86, 30, 91, 22, 28, 9, 24, 18], '2': [83, 52, 20, 78, 5, 2, 55, 46, 12, 61, 67, 90, 89, 57, 6, 27, 59, 70, 92, 10], '3': [85, 84, 87]}"
complete,manhattan,5,"{'0': [83, 52, 20, 78, 5, 2, 55, 46, 12, 61, 67, 90, 89, 57, 6, 27, 59, 70, 92, 10], '1': [76, 25, 86, 30, 91, 22, 28, 9, 24, 18], '2': [80], '3': [85, 84, 87], '4': [81]}"
complete,manhattan,6,"{'0': [76, 25, 86, 30, 91, 22, 28, 9, 24, 18], '1': [85, 84, 87], '2': [83, 20, 5, 46, 12, 67, 90, 57, 6, 27, 59, 70, 10], '3': [52, 78, 2, 55, 61, 89, 92], '4': [81], '5': [80]}"
complete,manhattan,7,"{'0': [85, 84, 87], '1': [76, 30, 91, 22, 28, 24, 18], '2': [25, 86, 9], '3': [52, 78, 2, 55, 61, 89, 92], '4': [81], '5': [80], '6': [83, 20, 5, 46, 12, 67, 90, 57, 6, 27, 59, 70, 10]}"
complete,manhattan,8,"{'0': [76, 30, 91, 22, 28, 24, 18], '1': [52, 78, 2, 55, 61, 89, 92], '2': [25, 86, 9], '3': [84, 87], '4': [81], '5': [80], '6': [83, 20, 5, 46, 12, 67, 90, 57, 6, 27, 59, 70, 10], '7': [85]}"
complete,manhattan,9,"{'0': [52, 78, 2, 55, 61, 89, 92], '1': [76, 91], '2': [25, 86, 9], '3': [30, 22, 28, 24, 18], '4': [81], '5': [80], '6': [83, 20, 5, 46, 12, 67, 90, 57, 6, 27, 59, 70, 10], '7': [85], '8': [84, 87]}"
complete,manhattan,10,"{'0': [25, 86, 9], '1': [76, 91], '2': [83, 20, 5, 46, 12, 67, 90, 57, 6, 27, 59, 70, 10], '3': [30, 22, 28, 24, 18], '4': [78], '5': [80], '6': [52, 2, 55, 61, 89, 92], '7': [85], '8': [84, 87], '9': [81]}"
complete,manhattan,11,"{'0': [83, 20, 5, 46, 12, 67, 90, 57, 6, 27, 59, 70, 10], '1': [76, 91], '2': [52, 2, 55, 61, 89, 92], '3': [30, 22, 28, 24, 18], '4': [78], '5': [80], '6': [25, 9], '7': [85], '8': [84, 87], '9': [81], '10': [86]}"
complete,manhattan,12,"{'0': [52, 2, 55, 61, 89, 92], '1': [76, 91], '2': [20, 67, 90, 57, 27, 59, 70], '3': [30, 22, 28, 24, 18], '4': [78], '5': [83, 5, 46, 12, 6, 10], '6': [25, 9], '7': [85], '8': [84, 87], '9': [81], '10': [86], '11': [80]}"
complete,manhattan,13,"{'0': [76, 91], '1': [30, 22, 28, 24, 18], '2': [20, 67, 90, 57, 27, 59, 70], '3': [84, 87], '4': [78], '5': [83, 5, 46, 12, 6, 10], '6': [25, 9], '7': [85], '8': [2, 55], '9': [81], '10': [86], '11': [80], '12': [52, 61, 89, 92]}"
complete,manhattan,14,"{'0': [30, 22, 28, 24, 18], '1': [84, 87], '2': [20, 67, 90, 57, 27, 59, 70], '3': [2, 55], '4': [78], '5': [83, 5, 46, 12, 6, 10], '6': [25, 9], '7': [85], '8': [91], '9': [81], '10': [86], '11': [80], '12': [52, 61, 89, 92], '13': [76]}"
