Linkage,Affinity,Number_of_Clusters,TASK_Group
complete,euclidean,7,"{'0': [1, 2, 3, 7, 8, 14, 15, 17, 18, 19, 22, 24, 26, 31, 32, 39, 41], '1': [11, 12, 21, 35], '2': [5, 27, 28, 29], '3': [34, 36], '4': [9, 10, 13, 23, 33, 37], '5': [6, 16, 20, 30, 38, 42], '6': [4, 25, 40]}"
complete,euclidean,8,"{'0': [11, 12, 21, 35], '1': [9, 10, 13, 23, 33, 37], '2': [5, 27, 28, 29], '3': [1, 3, 7, 8, 14, 18, 31], '4': [2, 15, 17, 19, 22, 24, 26, 32, 39, 41], '5': [6, 16, 20, 30, 38, 42], '6': [4, 25, 40], '7': [34, 36]}"
complete,euclidean,9,"{'0': [5, 27, 28, 29], '1': [9, 10, 13, 23, 33, 37], '2': [6, 16, 20, 30, 38, 42], '3': [1, 3, 7, 8, 14, 18, 31], '4': [2, 15, 17, 19, 22, 24, 26, 32, 39, 41], '5': [12, 35], '6': [4, 25, 40], '7': [34, 36], '8': [11, 21]}"
complete,euclidean,10,"{'0': [9, 10, 13, 23, 33, 37], '1': [2, 15, 17, 19, 22, 24, 26, 32, 39, 41], '2': [6, 16, 20, 30, 38, 42], '3': [1, 3, 7, 8, 14, 18, 31], '4': [5, 28, 29], '5': [12, 35], '6': [4, 25, 40], '7': [34, 36], '8': [11, 21], '9': [27]}"
complete,euclidean,11,"{'0': [2, 15, 17, 19, 22, 24, 26, 32, 39, 41], '1': [9, 10, 13, 33, 37], '2': [6, 16, 20, 30, 38, 42], '3': [1, 3, 7, 8, 14, 18, 31], '4': [5, 28, 29], '5': [12, 35], '6': [4, 25, 40], '7': [34, 36], '8': [11, 21], '9': [27], '10': [23]}"
complete,euclidean,12,"{'0': [6, 16, 20, 30, 38, 42], '1': [9, 10, 13, 33, 37], '2': [4, 25, 40], '3': [1, 3, 7, 8, 14, 18, 31], '4': [5, 28, 29], '5': [12, 35], '6': [2, 15, 24, 32, 39, 41], '7': [34, 36], '8': [11, 21], '9': [27], '10': [23], '11': [17, 19, 22, 26]}"
complete,euclidean,13,"{'0': [9, 10, 13, 33, 37], '1': [1, 3, 7, 8, 14, 18, 31], '2': [4, 25, 40], '3': [16, 20, 38, 42], '4': [5, 28, 29], '5': [12, 35], '6': [2, 15, 24, 32, 39, 41], '7': [34, 36], '8': [11, 21], '9': [27], '10': [23], '11': [17, 19, 22, 26], '12': [6, 30]}"
complete,euclidean,14,"{'0': [1, 3, 7, 8, 14, 18, 31], '1': [16, 20, 38, 42], '2': [4, 25, 40], '3': [9, 33, 37], '4': [5, 28, 29], '5': [12, 35], '6': [2, 15, 24, 32, 39, 41], '7': [34, 36], '8': [11, 21], '9': [27], '10': [23], '11': [17, 19, 22, 26], '12': [6, 30], '13': [10, 13]}"
complete,euclidean,15,"{'0': [4, 25, 40], '1': [16, 20, 38, 42], '2': [2, 15, 24, 32, 39, 41], '3': [9, 33, 37], '4': [5, 28, 29], '5': [12, 35], '6': [1, 3, 14, 18, 31], '7': [34, 36], '8': [11, 21], '9': [27], '10': [23], '11': [17, 19, 22, 26], '12': [6, 30], '13': [10, 13], '14': [7, 8]}"
complete,euclidean,16,"{'0': [16, 20, 38, 42], '1': [5, 28, 29], '2': [2, 15, 24, 32, 39, 41], '3': [9, 33, 37], '4': [25, 40], '5': [12, 35], '6': [1, 3, 14, 18, 31], '7': [34, 36], '8': [11, 21], '9': [27], '10': [23], '11': [17, 19, 22, 26], '12': [6, 30], '13': [10, 13], '14': [7, 8], '15': [4]}"
complete,euclidean,17,"{'0': [2, 15, 24, 32, 39, 41], '1': [5, 28, 29], '2': [1, 3, 14, 18, 31], '3': [9, 33, 37], '4': [25, 40], '5': [12, 35], '6': [16, 20, 38], '7': [34, 36], '8': [11, 21], '9': [27], '10': [23], '11': [17, 19, 22, 26], '12': [6, 30], '13': [10, 13], '14': [7, 8], '15': [4], '16': [42]}"
complete,euclidean,18,"{'0': [1, 3, 14, 18, 31], '1': [5, 28, 29], '2': [12, 35], '3': [9, 33, 37], '4': [25, 40], '5': [6, 30], '6': [16, 20, 38], '7': [34, 36], '8': [15, 24, 41], '9': [27], '10': [23], '11': [17, 19, 22, 26], '12': [2, 32, 39], '13': [10, 13], '14': [7, 8], '15': [4], '16': [42], '17': [11, 21]}"
complete,euclidean,19,"{'0': [12, 35], '1': [5, 28, 29], '2': [6, 30], '3': [9, 33, 37], '4': [25, 40], '5': [17, 19, 22, 26], '6': [16, 20, 38], '7': [34, 36], '8': [15, 24, 41], '9': [27], '10': [23], '11': [1, 18], '12': [2, 32, 39], '13': [10, 13], '14': [7, 8], '15': [4], '16': [42], '17': [11, 21], '18': [3, 14, 31]}"
complete,euclidean,20,"{'0': [5, 28, 29], '1': [9, 33, 37], '2': [6, 30], '3': [15, 24, 41], '4': [25, 40], '5': [17, 19, 22, 26], '6': [16, 20, 38], '7': [34, 36], '8': [11, 21], '9': [27], '10': [23], '11': [1, 18], '12': [2, 32, 39], '13': [10, 13], '14': [7, 8], '15': [4], '16': [42], '17': [35], '18': [3, 14, 31], '19': [12]}"
complete,manhattan,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 37, 38, 39, 40, 41, 42], '1': [34, 36]}"
complete,manhattan,3,"{'0': [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 38, 39, 40, 41, 42], '1': [34, 36], '2': [1, 3, 14, 24, 26, 31]}"
complete,manhattan,4,"{'0': [2, 4, 5, 10, 12, 13, 16, 20, 21, 25, 27, 29, 30, 35, 38, 40, 41, 42], '1': [6, 7, 8, 9, 11, 15, 17, 18, 19, 22, 23, 28, 32, 33, 37, 39], '2': [1, 3, 14, 24, 26, 31], '3': [34, 36]}"
complete,manhattan,5,"{'0': [6, 7, 8, 9, 11, 15, 17, 18, 19, 22, 23, 28, 32, 33, 37, 39], '1': [4, 12, 21, 25, 27, 35, 40, 42], '2': [1, 3, 14, 24, 26, 31], '3': [34, 36], '4': [2, 5, 10, 13, 16, 20, 29, 30, 38, 41]}"
complete,manhattan,6,"{'0': [1, 3, 14, 24, 26, 31], '1': [4, 12, 21, 25, 27, 35, 40, 42], '2': [6, 7, 8, 9, 11, 15, 18, 22, 23, 28, 32, 33, 37, 39], '3': [34, 36], '4': [2, 5, 10, 13, 16, 20, 29, 30, 38, 41], '5': [17, 19]}"
complete,manhattan,7,"{'0': [4, 12, 21, 25, 27, 35, 40, 42], '1': [34, 36], '2': [6, 7, 8, 9, 11, 15, 18, 22, 23, 28, 32, 33, 37, 39], '3': [3, 14, 26, 31], '4': [2, 5, 10, 13, 16, 20, 29, 30, 38, 41], '5': [17, 19], '6': [1, 24]}"
complete,manhattan,8,"{'0': [34, 36], '1': [4, 21, 25, 35, 40], '2': [6, 7, 8, 9, 11, 15, 18, 22, 23, 28, 32, 33, 37, 39], '3': [12, 27, 42], '4': [2, 5, 10, 13, 16, 20, 29, 30, 38, 41], '5': [17, 19], '6': [1, 24], '7': [3, 14, 26, 31]}"
complete,manhattan,9,"{'0': [6, 7, 8, 9, 11, 15, 18, 22, 23, 28, 32, 33, 37, 39], '1': [4, 21, 25, 35, 40], '2': [17, 19], '3': [12, 27, 42], '4': [2, 5, 10, 13, 16, 20, 29, 30, 38, 41], '5': [36], '6': [1, 24], '7': [3, 14, 26, 31], '8': [34]}"
complete,manhattan,10,"{'0': [4, 21, 25, 35, 40], '1': [2, 5, 10, 13, 16, 20, 29, 30, 38, 41], '2': [17, 19], '3': [12, 27, 42], '4': [8, 9, 18, 23, 37], '5': [36], '6': [1, 24], '7': [3, 14, 26, 31], '8': [34], '9': [6, 7, 11, 15, 22, 28, 32, 33, 39]}"
complete,manhattan,11,"{'0': [2, 5, 10, 13, 16, 20, 29, 30, 38, 41], '1': [8, 9, 18, 23, 37], '2': [17, 19], '3': [12, 27, 42], '4': [6, 7, 11, 15, 22, 28, 32, 33, 39], '5': [36], '6': [1, 24], '7': [3, 14, 26, 31], '8': [34], '9': [4, 25, 40], '10': [21, 35]}"
complete,manhattan,12,"{'0': [8, 9, 18, 23, 37], '1': [6, 7, 11, 15, 22, 28, 32, 33, 39], '2': [5, 38], '3': [12, 27, 42], '4': [2, 10, 13, 16, 20, 29, 30, 41], '5': [17, 19], '6': [1, 24], '7': [3, 14, 26, 31], '8': [34], '9': [4, 25, 40], '10': [21, 35], '11': [36]}"
complete,manhattan,13,"{'0': [6, 7, 11, 15, 22, 28, 32, 33, 39], '1': [2, 10, 13, 16, 20, 29, 30, 41], '2': [5, 38], '3': [12, 27, 42], '4': [8, 18, 23], '5': [17, 19], '6': [1, 24], '7': [3, 14, 26, 31], '8': [34], '9': [4, 25, 40], '10': [21, 35], '11': [36], '12': [9, 37]}"
complete,manhattan,14,"{'0': [2, 10, 13, 16, 20, 29, 30, 41], '1': [8, 18, 23], '2': [5, 38], '3': [12, 27, 42], '4': [4, 25, 40], '5': [17, 19], '6': [1, 24], '7': [3, 14, 26, 31], '8': [34], '9': [7, 15, 22, 39], '10': [21, 35], '11': [36], '12': [9, 37], '13': [6, 11, 28, 32, 33]}"
complete,manhattan,15,"{'0': [8, 18, 23], '1': [12, 27, 42], '2': [5, 38], '3': [2, 10, 16, 29, 30, 41], '4': [4, 25, 40], '5': [17, 19], '6': [1, 24], '7': [3, 14, 26, 31], '8': [34], '9': [7, 15, 22, 39], '10': [21, 35], '11': [36], '12': [9, 37], '13': [6, 11, 28, 32, 33], '14': [13, 20]}"
complete,manhattan,16,"{'0': [12, 27, 42], '1': [2, 10, 16, 29, 30, 41], '2': [5, 38], '3': [3, 14, 26, 31], '4': [4, 25, 40], '5': [17, 19], '6': [1, 24], '7': [8, 18], '8': [34], '9': [7, 15, 22, 39], '10': [21, 35], '11': [36], '12': [9, 37], '13': [6, 11, 28, 32, 33], '14': [13, 20], '15': [23]}"
complete,manhattan,17,"{'0': [2, 10, 16, 29, 30, 41], '1': [4, 25, 40], '2': [5, 38], '3': [3, 14, 26, 31], '4': [7, 15, 22, 39], '5': [17, 19], '6': [1, 24], '7': [8, 18], '8': [34], '9': [12, 42], '10': [21, 35], '11': [36], '12': [9, 37], '13': [6, 11, 28, 32, 33], '14': [13, 20], '15': [23], '16': [27]}"
complete,manhattan,18,"{'0': [5, 38], '1': [4, 25, 40], '2': [17, 19], '3': [3, 14, 26, 31], '4': [7, 15, 22, 39], '5': [10, 16, 30], '6': [1, 24], '7': [8, 18], '8': [2, 29, 41], '9': [12, 42], '10': [21, 35], '11': [36], '12': [9, 37], '13': [6, 11, 28, 32, 33], '14': [13, 20], '15': [23], '16': [27], '17': [34]}"
complete,manhattan,19,"{'0': [4, 25, 40], '1': [3, 14, 26, 31], '2': [17, 19], '3': [8, 18], '4': [7, 15, 22, 39], '5': [10, 16, 30], '6': [1, 24], '7': [38], '8': [2, 29, 41], '9': [12, 42], '10': [21, 35], '11': [36], '12': [9, 37], '13': [6, 11, 28, 32, 33], '14': [13, 20], '15': [23], '16': [27], '17': [34], '18': [5]}"
complete,manhattan,20,"{'0': [3, 14, 26, 31], '1': [7, 15, 22, 39], '2': [17, 19], '3': [8, 18], '4': [21, 35], '5': [10, 16, 30], '6': [1, 24], '7': [38], '8': [2, 29, 41], '9': [12, 42], '10': [25, 40], '11': [36], '12': [9, 37], '13': [6, 11, 28, 32, 33], '14': [13, 20], '15': [23], '16': [27], '17': [34], '18': [5], '19': [4]}"
complete,cosine,2,"{'0': [1, 2, 3, 6, 7, 8, 9, 14, 17, 18, 19, 22, 23, 24, 26, 32, 34, 37, 39, 41], '1': [4, 5, 10, 11, 12, 13, 15, 16, 20, 21, 25, 27, 28, 29, 30, 31, 33, 35, 36, 38, 40, 42]}"
complete,cosine,3,"{'0': [4, 5, 10, 11, 12, 13, 15, 16, 20, 21, 25, 27, 28, 29, 30, 31, 33, 35, 36, 38, 40, 42], '1': [1, 7, 8, 17, 18, 19, 22, 23, 26, 34], '2': [2, 3, 6, 9, 14, 24, 32, 37, 39, 41]}"
complete,cosine,4,"{'0': [1, 7, 8, 17, 18, 19, 22, 23, 26, 34], '1': [5, 11, 12, 15, 16, 20, 21, 28, 29, 30, 31, 33, 35, 36, 38, 42], '2': [2, 3, 6, 9, 14, 24, 32, 37, 39, 41], '3': [4, 10, 13, 25, 27, 40]}"
complete,cosine,5,"{'0': [5, 11, 12, 15, 16, 20, 21, 28, 29, 30, 31, 33, 35, 36, 38, 42], '1': [4, 10, 13, 25, 27, 40], '2': [2, 3, 6, 9, 14, 24, 32, 37, 39, 41], '3': [1, 7, 8, 18, 23], '4': [17, 19, 22, 26, 34]}"
complete,cosine,6,"{'0': [4, 10, 13, 25, 27, 40], '1': [11, 12, 15, 16, 20, 21, 30, 31, 33, 35, 36, 38, 42], '2': [2, 3, 6, 9, 14, 24, 32, 37, 39, 41], '3': [1, 7, 8, 18, 23], '4': [17, 19, 22, 26, 34], '5': [5, 28, 29]}"
complete,cosine,7,"{'0': [11, 12, 15, 16, 20, 21, 30, 31, 33, 35, 36, 38, 42], '1': [1, 7, 8, 18, 23], '2': [2, 3, 6, 9, 14, 24, 32, 37, 39, 41], '3': [10, 13, 27], '4': [17, 19, 22, 26, 34], '5': [5, 28, 29], '6': [4, 25, 40]}"
complete,cosine,8,"{'0': [2, 3, 6, 9, 14, 24, 32, 37, 39, 41], '1': [1, 7, 8, 18, 23], '2': [11, 12, 15, 21, 30, 31, 35], '3': [16, 20, 33, 36, 38, 42], '4': [17, 19, 22, 26, 34], '5': [5, 28, 29], '6': [4, 25, 40], '7': [10, 13, 27]}"
complete,cosine,9,"{'0': [11, 12, 15, 21, 30, 31, 35], '1': [1, 7, 8, 18, 23], '2': [2, 6, 24, 32, 39, 41], '3': [16, 20, 33, 36, 38, 42], '4': [17, 19, 22, 26, 34], '5': [5, 28, 29], '6': [4, 25, 40], '7': [10, 13, 27], '8': [3, 9, 14, 37]}"
complete,cosine,10,"{'0': [1, 7, 8, 18, 23], '1': [16, 20, 33, 36, 38, 42], '2': [2, 6, 24, 32, 39, 41], '3': [11, 15, 21, 30], '4': [17, 19, 22, 26, 34], '5': [5, 28, 29], '6': [4, 25, 40], '7': [10, 13, 27], '8': [3, 9, 14, 37], '9': [12, 31, 35]}"
complete,cosine,11,"{'0': [1, 18, 23], '1': [16, 20, 33, 36, 38, 42], '2': [2, 6, 24, 32, 39, 41], '3': [11, 15, 21, 30], '4': [17, 19, 22, 26, 34], '5': [5, 28, 29], '6': [4, 25, 40], '7': [10, 13, 27], '8': [3, 9, 14, 37], '9': [12, 31, 35], '10': [7, 8]}"
complete,cosine,12,"{'0': [16, 20, 33, 36, 38, 42], '1': [11, 15, 21, 30], '2': [2, 6, 24, 32, 39, 41], '3': [10, 13, 27], '4': [17, 19, 22, 26, 34], '5': [5, 28, 29], '6': [4, 25, 40], '7': [1, 18], '8': [3, 9, 14, 37], '9': [12, 31, 35], '10': [7, 8], '11': [23]}"
complete,cosine,13,"{'0': [11, 15, 21, 30], '1': [17, 19, 22, 26, 34], '2': [2, 6, 24, 32, 39, 41], '3': [10, 13, 27], '4': [12, 31, 35], '5': [5, 28, 29], '6': [4, 25, 40], '7': [1, 18], '8': [3, 9, 14, 37], '9': [16, 20, 33, 36], '10': [7, 8], '11': [23], '12': [38, 42]}"
complete,cosine,14,"{'0': [17, 19, 22, 26, 34], '1': [10, 13, 27], '2': [2, 6, 24, 32, 39, 41], '3': [15, 30], '4': [12, 31, 35], '5': [5, 28, 29], '6': [4, 25, 40], '7': [1, 18], '8': [3, 9, 14, 37], '9': [16, 20, 33, 36], '10': [7, 8], '11': [23], '12': [38, 42], '13': [11, 21]}"
complete,cosine,15,"{'0': [2, 6, 24, 32, 39, 41], '1': [10, 13, 27], '2': [4, 25, 40], '3': [15, 30], '4': [12, 31, 35], '5': [5, 28, 29], '6': [19, 26, 34], '7': [1, 18], '8': [3, 9, 14, 37], '9': [16, 20, 33, 36], '10': [7, 8], '11': [23], '12': [38, 42], '13': [11, 21], '14': [17, 22]}"
complete,cosine,16,"{'0': [10, 13, 27], '1': [12, 31, 35], '2': [4, 25, 40], '3': [15, 30], '4': [6, 24, 41], '5': [5, 28, 29], '6': [19, 26, 34], '7': [2, 32, 39], '8': [3, 9, 14, 37], '9': [16, 20, 33, 36], '10': [7, 8], '11': [23], '12': [38, 42], '13': [11, 21], '14': [17, 22], '15': [1, 18]}"
complete,cosine,17,"{'0': [12, 31, 35], '1': [6, 24, 41], '2': [4, 25, 40], '3': [15, 30], '4': [16, 20, 33, 36], '5': [5, 28, 29], '6': [19, 26, 34], '7': [2, 32, 39], '8': [3, 9, 14, 37], '9': [10, 13], '10': [7, 8], '11': [23], '12': [38, 42], '13': [11, 21], '14': [17, 22], '15': [1, 18], '16': [27]}"
complete,cosine,18,"{'0': [6, 24, 41], '1': [16, 20, 33, 36], '2': [4, 25, 40], '3': [15, 30], '4': [10, 13], '5': [5, 28, 29], '6': [19, 26, 34], '7': [2, 32, 39], '8': [3, 9, 14, 37], '9': [12, 31], '10': [7, 8], '11': [23], '12': [38, 42], '13': [11, 21], '14': [17, 22], '15': [1, 18], '16': [27], '17': [35]}"
complete,cosine,19,"{'0': [4, 25, 40], '1': [16, 20, 33, 36], '2': [5, 28, 29], '3': [15, 30], '4': [10, 13], '5': [38, 42], '6': [19, 26, 34], '7': [2, 32, 39], '8': [3, 9, 14, 37], '9': [12, 31], '10': [7, 8], '11': [23], '12': [24, 41], '13': [11, 21], '14': [17, 22], '15': [1, 18], '16': [27], '17': [35], '18': [6]}"
complete,cosine,20,"{'0': [5, 28, 29], '1': [16, 20, 33, 36], '2': [19, 26, 34], '3': [15, 30], '4': [10, 13], '5': [38, 42], '6': [25, 40], '7': [2, 32, 39], '8': [3, 9, 14, 37], '9': [12, 31], '10': [7, 8], '11': [23], '12': [24, 41], '13': [11, 21], '14': [17, 22], '15': [1, 18], '16': [27], '17': [35], '18': [6], '19': [4]}"
complete,precomputed,2,"{'0': [1, 7, 8, 10, 11, 13, 14, 17, 18, 19, 21, 22, 23, 24, 26, 27, 31, 34, 36, 38], '1': [2, 3, 4, 5, 6, 9, 12, 15, 16, 20, 25, 28, 29, 30, 32, 33, 35, 37, 39, 40, 41, 42]}"
complete,precomputed,3,"{'0': [2, 3, 4, 5, 6, 9, 12, 15, 16, 20, 25, 28, 29, 30, 32, 33, 35, 37, 39, 40, 41, 42], '1': [1, 7, 8, 11, 18, 21, 24, 27, 36], '2': [10, 13, 14, 17, 19, 22, 23, 26, 31, 34, 38]}"
complete,precomputed,4,"{'0': [2, 3, 4, 6, 9, 25, 30, 32, 33, 37, 39, 40, 41], '1': [1, 7, 8, 11, 18, 21, 24, 27, 36], '2': [10, 13, 14, 17, 19, 22, 23, 26, 31, 34, 38], '3': [5, 12, 15, 16, 20, 28, 29, 35, 42]}"
complete,precomputed,5,"{'0': [1, 7, 8, 11, 18, 21, 24, 27, 36], '1': [5, 12, 15, 16, 20, 28, 29, 35, 42], '2': [10, 13, 14, 17, 19, 22, 23, 26, 31, 34, 38], '3': [2, 3, 6, 9, 30, 32, 33, 37, 39, 41], '4': [4, 25, 40]}"
complete,precomputed,6,"{'0': [5, 12, 15, 16, 20, 28, 29, 35, 42], '1': [1, 7, 8, 18, 24, 27, 36], '2': [10, 13, 14, 17, 19, 22, 23, 26, 31, 34, 38], '3': [2, 3, 6, 9, 30, 32, 33, 37, 39, 41], '4': [4, 25, 40], '5': [11, 21]}"
complete,precomputed,7,"{'0': [12, 15, 16, 20, 35, 42], '1': [1, 7, 8, 18, 24, 27, 36], '2': [10, 13, 14, 17, 19, 22, 23, 26, 31, 34, 38], '3': [2, 3, 6, 9, 30, 32, 33, 37, 39, 41], '4': [4, 25, 40], '5': [11, 21], '6': [5, 28, 29]}"
complete,precomputed,8,"{'0': [10, 13, 14, 17, 19, 22, 23, 26, 31, 34, 38], '1': [1, 7, 8, 18, 24, 27, 36], '2': [16, 20, 42], '3': [2, 3, 6, 9, 30, 32, 33, 37, 39, 41], '4': [4, 25, 40], '5': [11, 21], '6': [5, 28, 29], '7': [12, 15, 35]}"
complete,precomputed,9,"{'0': [1, 7, 8, 18, 24, 27, 36], '1': [2, 3, 6, 9, 30, 32, 33, 37, 39, 41], '2': [16, 20, 42], '3': [10, 13, 14, 17, 19, 22, 26, 31, 34], '4': [4, 25, 40], '5': [11, 21], '6': [5, 28, 29], '7': [12, 15, 35], '8': [23, 38]}"
complete,precomputed,10,"{'0': [2, 3, 6, 9, 30, 32, 33, 37, 39, 41], '1': [10, 13, 14, 17, 19, 22, 26, 31, 34], '2': [16, 20, 42], '3': [12, 15, 35], '4': [4, 25, 40], '5': [11, 21], '6': [5, 28, 29], '7': [1, 7, 8, 18, 24, 36], '8': [23, 38], '9': [27]}"
complete,precomputed,11,"{'0': [16, 20, 42], '1': [10, 13, 14, 17, 19, 22, 26, 31, 34], '2': [2, 6, 32, 39, 41], '3': [12, 15, 35], '4': [4, 25, 40], '5': [11, 21], '6': [5, 28, 29], '7': [1, 7, 8, 18, 24, 36], '8': [23, 38], '9': [27], '10': [3, 9, 30, 33, 37]}"
complete,precomputed,12,"{'0': [10, 13, 14, 17, 19, 22, 26, 31, 34], '1': [12, 15, 35], '2': [2, 6, 32, 39, 41], '3': [1, 7, 8, 18, 24, 36], '4': [4, 25, 40], '5': [11, 21], '6': [5, 28, 29], '7': [16, 20], '8': [23, 38], '9': [27], '10': [3, 9, 30, 33, 37], '11': [42]}"
complete,precomputed,13,"{'0': [12, 15, 35], '1': [4, 25, 40], '2': [2, 6, 32, 39, 41], '3': [1, 7, 8, 18, 24, 36], '4': [3, 9, 30, 33, 37], '5': [11, 21], '6': [5, 28, 29], '7': [16, 20], '8': [23, 38], '9': [27], '10': [14, 17, 19, 22, 26, 31, 34], '11': [42], '12': [10, 13]}"
complete,precomputed,14,"{'0': [2, 6, 32, 39, 41], '1': [4, 25, 40], '2': [5, 28, 29], '3': [1, 7, 8, 18, 24, 36], '4': [3, 9, 30, 33, 37], '5': [11, 21], '6': [12, 15], '7': [16, 20], '8': [23, 38], '9': [27], '10': [14, 17, 19, 22, 26, 31, 34], '11': [42], '12': [10, 13], '13': [35]}"
complete,precomputed,15,"{'0': [4, 25, 40], '1': [3, 9, 30, 33, 37], '2': [5, 28, 29], '3': [1, 7, 8, 18, 24, 36], '4': [2, 6, 39, 41], '5': [11, 21], '6': [12, 15], '7': [16, 20], '8': [23, 38], '9': [27], '10': [14, 17, 19, 22, 26, 31, 34], '11': [42], '12': [10, 13], '13': [35], '14': [32]}"
complete,precomputed,16,"{'0': [3, 9, 30, 33, 37], '1': [1, 7, 8, 18, 24, 36], '2': [5, 28, 29], '3': [25, 40], '4': [2, 6, 39, 41], '5': [11, 21], '6': [12, 15], '7': [16, 20], '8': [23, 38], '9': [27], '10': [14, 17, 19, 22, 26, 31, 34], '11': [42], '12': [10, 13], '13': [35], '14': [32], '15': [4]}"
complete,precomputed,17,"{'0': [1, 7, 8, 18, 24, 36], '1': [2, 6, 39, 41], '2': [5, 28, 29], '3': [25, 40], '4': [14, 17, 19, 22, 26, 31, 34], '5': [11, 21], '6': [12, 15], '7': [16, 20], '8': [23, 38], '9': [27], '10': [9, 30], '11': [42], '12': [10, 13], '13': [35], '14': [32], '15': [4], '16': [3, 33, 37]}"
complete,precomputed,18,"{'0': [2, 6, 39, 41], '1': [14, 17, 19, 22, 26, 31, 34], '2': [5, 28, 29], '3': [25, 40], '4': [9, 30], '5': [11, 21], '6': [12, 15], '7': [16, 20], '8': [23, 38], '9': [27], '10': [7, 8, 24], '11': [42], '12': [10, 13], '13': [35], '14': [32], '15': [4], '16': [3, 33, 37], '17': [1, 18, 36]}"
complete,precomputed,19,"{'0': [5, 28, 29], '1': [14, 17, 19, 22, 26, 31, 34], '2': [12, 15], '3': [25, 40], '4': [9, 30], '5': [11, 21], '6': [2, 39, 41], '7': [16, 20], '8': [23, 38], '9': [27], '10': [7, 8, 24], '11': [42], '12': [10, 13], '13': [35], '14': [32], '15': [4], '16': [3, 33, 37], '17': [1, 18, 36], '18': [6]}"
complete,precomputed,20,"{'0': [12, 15], '1': [14, 17, 19, 22, 26, 31, 34], '2': [28, 29], '3': [25, 40], '4': [9, 30], '5': [11, 21], '6': [2, 39, 41], '7': [16, 20], '8': [23, 38], '9': [27], '10': [7, 8, 24], '11': [42], '12': [10, 13], '13': [35], '14': [32], '15': [4], '16': [3, 33, 37], '17': [1, 18, 36], '18': [6], '19': [5]}"
