Linkage,Affinity,Number_of_Clusters,TASK_Group
single,euclidean,7,"{'0': [1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 37, 38, 40, 42], '1': [39], '2': [41], '3': [33], '4': [11], '5': [32], '6': [6]}"
single,euclidean,8,"{'0': [1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 37, 38, 40, 42], '1': [39], '2': [41], '3': [33], '4': [11], '5': [32], '6': [6], '7': [17]}"
single,euclidean,9,"{'0': [1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 38, 40, 42], '1': [39], '2': [41], '3': [37], '4': [11], '5': [32], '6': [6], '7': [17], '8': [33]}"
single,euclidean,10,"{'0': [1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 34, 35, 36, 38, 40, 42], '1': [39], '2': [41], '3': [37], '4': [29], '5': [32], '6': [6], '7': [17], '8': [33], '9': [11]}"
single,euclidean,11,"{'0': [1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 34, 35, 36, 38, 40, 42], '1': [39], '2': [41], '3': [37], '4': [30], '5': [32], '6': [6], '7': [17], '8': [33], '9': [11], '10': [29]}"
single,euclidean,12,"{'0': [2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 34, 35, 36, 38, 40, 42], '1': [39], '2': [41], '3': [37], '4': [30], '5': [32], '6': [6], '7': [17], '8': [33], '9': [11], '10': [29], '11': [1]}"
single,euclidean,13,"{'0': [2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 35, 36, 38, 40, 42], '1': [39], '2': [41], '3': [37], '4': [30], '5': [34], '6': [6], '7': [17], '8': [33], '9': [11], '10': [29], '11': [1], '12': [32]}"
single,euclidean,14,"{'0': [2, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 35, 36, 38, 40, 42], '1': [39], '2': [41], '3': [37], '4': [30], '5': [34], '6': [6], '7': [17], '8': [33], '9': [11], '10': [29], '11': [1], '12': [32], '13': [3]}"
single,euclidean,15,"{'0': [2, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 35, 36, 38, 40, 42], '1': [39], '2': [41], '3': [37], '4': [30], '5': [34], '6': [31], '7': [17], '8': [33], '9': [11], '10': [29], '11': [1], '12': [32], '13': [3], '14': [6]}"
single,euclidean,16,"{'0': [2, 4, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 35, 36, 38, 40, 42], '1': [39], '2': [41], '3': [37], '4': [30], '5': [34], '6': [31], '7': [17], '8': [33], '9': [11], '10': [29], '11': [1], '12': [32], '13': [3], '14': [6], '15': [5]}"
single,euclidean,17,"{'0': [10, 26], '1': [2, 4, 7, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 35, 36, 38, 40, 42], '2': [41], '3': [39], '4': [30], '5': [34], '6': [31], '7': [37], '8': [33], '9': [11], '10': [29], '11': [1], '12': [32], '13': [3], '14': [6], '15': [5], '16': [17]}"
single,euclidean,18,"{'0': [2, 4, 7, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 35, 36, 38, 40, 42], '1': [39], '2': [41], '3': [37], '4': [30], '5': [34], '6': [31], '7': [26], '8': [33], '9': [11], '10': [29], '11': [1], '12': [32], '13': [3], '14': [6], '15': [5], '16': [17], '17': [10]}"
single,euclidean,19,"{'0': [2, 4, 7, 8, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 35, 36, 38, 40, 42], '1': [39], '2': [41], '3': [37], '4': [30], '5': [34], '6': [31], '7': [26], '8': [33], '9': [11], '10': [29], '11': [1], '12': [32], '13': [3], '14': [6], '15': [5], '16': [17], '17': [10], '18': [9]}"
single,euclidean,20,"{'0': [2, 4, 7, 8, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 35, 38, 40, 42], '1': [39], '2': [41], '3': [37], '4': [36], '5': [34], '6': [31], '7': [26], '8': [33], '9': [30], '10': [29], '11': [1], '12': [32], '13': [3], '14': [6], '15': [5], '16': [17], '17': [10], '18': [9], '19': [11]}"
single,manhattan,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32]}"
single,manhattan,3,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [33]}"
single,manhattan,4,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 37, 38, 39, 40, 42], '1': [41], '2': [33], '3': [32]}"
single,manhattan,5,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 34, 35, 36, 37, 38, 39, 40, 42], '1': [41], '2': [33], '3': [32], '4': [11]}"
single,manhattan,6,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 34, 35, 36, 37, 38, 39, 40, 42], '1': [41], '2': [33], '3': [32], '4': [11], '5': [30]}"
single,manhattan,7,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 34, 35, 36, 37, 38, 40, 42], '1': [41], '2': [39], '3': [32], '4': [11], '5': [30], '6': [33]}"
single,manhattan,8,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 34, 35, 36, 37, 38, 40, 42], '1': [41], '2': [39], '3': [32], '4': [11], '5': [30], '6': [33], '7': [17]}"
single,manhattan,9,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 35, 36, 37, 38, 40, 42], '1': [41], '2': [39], '3': [34], '4': [11], '5': [30], '6': [33], '7': [17], '8': [32]}"
single,manhattan,10,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 35, 36, 38, 40, 42], '1': [41], '2': [39], '3': [34], '4': [37], '5': [30], '6': [33], '7': [17], '8': [32], '9': [11]}"
single,manhattan,11,"{'0': [1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 35, 36, 38, 40, 42], '1': [41], '2': [39], '3': [34], '4': [37], '5': [30], '6': [33], '7': [17], '8': [32], '9': [11], '10': [6]}"
single,manhattan,12,"{'0': [1, 2, 3, 4, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 35, 36, 38, 40, 42], '1': [41], '2': [39], '3': [34], '4': [37], '5': [30], '6': [33], '7': [17], '8': [32], '9': [11], '10': [6], '11': [5]}"
single,manhattan,13,"{'0': [1, 2, 3, 4, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 35, 36, 38, 40, 42], '1': [41], '2': [39], '3': [34], '4': [37], '5': [30], '6': [33], '7': [17], '8': [32], '9': [11], '10': [6], '11': [5], '12': [29]}"
single,manhattan,14,"{'0': [1, 2, 4, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 35, 36, 38, 40, 42], '1': [41], '2': [39], '3': [34], '4': [37], '5': [30], '6': [33], '7': [17], '8': [32], '9': [11], '10': [6], '11': [5], '12': [29], '13': [3]}"
single,manhattan,15,"{'0': [2, 4, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 31, 35, 36, 38, 40, 42], '1': [41], '2': [39], '3': [34], '4': [37], '5': [30], '6': [33], '7': [17], '8': [32], '9': [11], '10': [6], '11': [5], '12': [29], '13': [3], '14': [1]}"
single,manhattan,16,"{'0': [2, 4, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 35, 36, 38, 40, 42], '1': [41], '2': [39], '3': [34], '4': [37], '5': [30], '6': [33], '7': [31], '8': [32], '9': [11], '10': [6], '11': [5], '12': [29], '13': [3], '14': [1], '15': [17]}"
single,manhattan,17,"{'0': [2, 4, 7, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 35, 36, 38, 40, 42], '1': [41], '2': [39], '3': [34], '4': [37], '5': [30], '6': [33], '7': [31], '8': [32], '9': [11], '10': [6], '11': [5], '12': [29], '13': [3], '14': [1], '15': [17], '16': [13]}"
single,manhattan,18,"{'0': [2, 4, 7, 8, 9, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 35, 36, 38, 40, 42], '1': [10, 26], '2': [39], '3': [41], '4': [37], '5': [30], '6': [33], '7': [31], '8': [34], '9': [11], '10': [6], '11': [5], '12': [29], '13': [3], '14': [1], '15': [17], '16': [13], '17': [32]}"
single,manhattan,19,"{'0': [10, 26], '1': [2, 4, 7, 8, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 35, 36, 38, 40, 42], '2': [39], '3': [41], '4': [37], '5': [30], '6': [33], '7': [31], '8': [34], '9': [11], '10': [6], '11': [5], '12': [29], '13': [3], '14': [1], '15': [17], '16': [13], '17': [32], '18': [9]}"
single,manhattan,20,"{'0': [2, 4, 7, 8, 12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 35, 36, 38, 40, 42], '1': [41], '2': [39], '3': [34], '4': [37], '5': [30], '6': [33], '7': [31], '8': [32], '9': [26], '10': [6], '11': [5], '12': [29], '13': [3], '14': [1], '15': [17], '16': [13], '17': [10], '18': [9], '19': [11]}"
single,cosine,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32]}"
single,cosine,3,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [14]}"
single,cosine,4,"{'0': [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [14], '3': [2]}"
single,cosine,5,"{'0': [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [14], '3': [2], '4': [25]}"
single,cosine,6,"{'0': [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [22], '3': [2], '4': [25], '5': [14]}"
single,cosine,7,"{'0': [1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [22], '3': [2], '4': [25], '5': [14], '6': [4]}"
single,cosine,8,"{'0': [1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42], '1': [32], '2': [22], '3': [18], '4': [25], '5': [14], '6': [4], '7': [2]}"
single,cosine,9,"{'0': [1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [34], '2': [22], '3': [32], '4': [25], '5': [14], '6': [4], '7': [2], '8': [18]}"
single,cosine,10,"{'0': [1, 3, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 24, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [34], '2': [22], '3': [32], '4': [25], '5': [14], '6': [4], '7': [2], '8': [18], '9': [7]}"
single,cosine,11,"{'0': [1, 3, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [34], '2': [22], '3': [32], '4': [25], '5': [14], '6': [4], '7': [2], '8': [18], '9': [7], '10': [24]}"
single,cosine,12,"{'0': [1, 3, 5, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [34], '2': [22], '3': [32], '4': [25], '5': [14], '6': [4], '7': [2], '8': [18], '9': [7], '10': [24], '11': [6]}"
single,cosine,13,"{'0': [1, 3, 5, 8, 9, 10, 11, 12, 13, 15, 16, 19, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [34], '2': [22], '3': [32], '4': [25], '5': [17], '6': [4], '7': [2], '8': [18], '9': [7], '10': [24], '11': [6], '12': [14]}"
single,cosine,14,"{'0': [1, 3, 5, 8, 9, 10, 11, 12, 13, 15, 16, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [34], '2': [22], '3': [32], '4': [25], '5': [17], '6': [19], '7': [2], '8': [18], '9': [7], '10': [24], '11': [6], '12': [14], '13': [4]}"
single,cosine,15,"{'0': [1, 3, 5, 8, 9, 10, 11, 12, 15, 16, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [34], '2': [22], '3': [32], '4': [25], '5': [17], '6': [19], '7': [2], '8': [18], '9': [7], '10': [24], '11': [6], '12': [14], '13': [4], '14': [13]}"
single,cosine,16,"{'0': [1, 3, 5, 8, 9, 10, 12, 15, 16, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [34], '2': [22], '3': [32], '4': [25], '5': [17], '6': [19], '7': [11], '8': [18], '9': [7], '10': [24], '11': [6], '12': [14], '13': [4], '14': [13], '15': [2]}"
single,cosine,17,"{'0': [1, 3, 5, 8, 9, 10, 12, 15, 16, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 39, 40, 41], '1': [42], '2': [22], '3': [34], '4': [25], '5': [17], '6': [19], '7': [32], '8': [18], '9': [7], '10': [24], '11': [6], '12': [14], '13': [4], '14': [13], '15': [2], '16': [11]}"
single,cosine,18,"{'0': [1, 3, 5, 8, 9, 10, 12, 15, 16, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 40, 41], '1': [42], '2': [22], '3': [39], '4': [25], '5': [17], '6': [19], '7': [32], '8': [34], '9': [7], '10': [24], '11': [6], '12': [14], '13': [4], '14': [13], '15': [2], '16': [11], '17': [18]}"
single,cosine,19,"{'0': [1, 3, 5, 8, 9, 10, 12, 15, 16, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 40], '1': [42], '2': [22], '3': [41], '4': [25], '5': [17], '6': [19], '7': [32], '8': [39], '9': [7], '10': [24], '11': [6], '12': [14], '13': [4], '14': [13], '15': [2], '16': [11], '17': [18], '18': [34]}"
single,cosine,20,"{'0': [1, 3, 5, 8, 9, 10, 12, 15, 16, 21, 23, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 40], '1': [42], '2': [22], '3': [41], '4': [25], '5': [17], '6': [19], '7': [32], '8': [39], '9': [20], '10': [24], '11': [6], '12': [14], '13': [4], '14': [13], '15': [2], '16': [11], '17': [18], '18': [34], '19': [7]}"
single,precomputed,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42], '1': [38]}"
single,precomputed,3,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42], '1': [38], '2': [24]}"
single,precomputed,4,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42], '1': [38], '2': [24], '3': [28]}"
single,precomputed,5,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 29, 30, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42], '1': [38], '2': [24], '3': [28], '4': [31]}"
single,precomputed,6,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 29, 30, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42], '1': [38], '2': [24], '3': [28], '4': [31], '5': [10]}"
single,precomputed,7,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 29, 30, 32, 33, 34, 35, 36, 37, 39, 40, 41, 42], '1': [38], '2': [24], '3': [28], '4': [31], '5': [10], '6': [16]}"
single,precomputed,8,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 29, 30, 32, 33, 34, 35, 36, 39, 40, 41, 42], '1': [38], '2': [24], '3': [37], '4': [31], '5': [10], '6': [16], '7': [28]}"
single,precomputed,9,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42], '1': [38], '2': [24], '3': [37], '4': [31], '5': [10], '6': [16], '7': [28], '8': [36]}"
single,precomputed,10,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 30, 32, 33, 34, 35, 39, 40, 41, 42], '1': [38], '2': [24], '3': [37], '4': [31], '5': [10], '6': [16], '7': [28], '8': [36], '9': [29]}"
single,precomputed,11,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 25, 26, 27, 30, 32, 33, 34, 35, 39, 40, 41, 42], '1': [38], '2': [24], '3': [37], '4': [31], '5': [10], '6': [16], '7': [28], '8': [36], '9': [29], '10': [21]}"
single,precomputed,12,"{'0': [1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 25, 26, 27, 30, 32, 33, 35, 39, 40, 41, 42], '1': [38], '2': [2, 34], '3': [37], '4': [31], '5': [24], '6': [16], '7': [28], '8': [36], '9': [29], '10': [21], '11': [10]}"
single,precomputed,13,"{'0': [1, 3, 5, 6, 7, 8, 9, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 25, 26, 27, 30, 32, 33, 35, 39, 40, 41, 42], '1': [38], '2': [2, 34], '3': [37], '4': [31], '5': [4, 11], '6': [16], '7': [28], '8': [36], '9': [29], '10': [21], '11': [10], '12': [24]}"
single,precomputed,14,"{'0': [1, 3, 5, 6, 7, 8, 9, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 26, 27, 30, 32, 33, 35, 39, 40, 41, 42], '1': [38], '2': [2, 34], '3': [37], '4': [31], '5': [4, 11], '6': [25], '7': [28], '8': [36], '9': [29], '10': [21], '11': [10], '12': [24], '13': [16]}"
single,precomputed,15,"{'0': [1, 3, 5, 6, 8, 9, 12, 13, 14, 15, 17, 18, 19, 20, 22, 23, 26, 27, 30, 32, 33, 35, 39, 40, 41, 42], '1': [38], '2': [2, 34], '3': [37], '4': [31], '5': [4, 11], '6': [25], '7': [28], '8': [36], '9': [29], '10': [21], '11': [10], '12': [24], '13': [16], '14': [7]}"
single,precomputed,16,"{'0': [1, 3, 5, 6, 8, 9, 12, 13, 14, 17, 18, 19, 20, 22, 23, 26, 27, 30, 32, 33, 35, 39, 40, 41, 42], '1': [38], '2': [2, 34], '3': [37], '4': [31], '5': [4, 11], '6': [25], '7': [28], '8': [36], '9': [29], '10': [21], '11': [10], '12': [24], '13': [16], '14': [7], '15': [15]}"
single,precomputed,17,"{'0': [1, 3, 5, 6, 8, 9, 12, 13, 14, 17, 18, 20, 22, 23, 26, 27, 30, 32, 33, 35, 39, 40, 41, 42], '1': [38], '2': [2, 34], '3': [37], '4': [31], '5': [4, 11], '6': [25], '7': [28], '8': [36], '9': [29], '10': [21], '11': [10], '12': [24], '13': [16], '14': [7], '15': [15], '16': [19]}"
single,precomputed,18,"{'0': [1, 3, 5, 6, 8, 9, 12, 13, 14, 18, 20, 22, 23, 26, 27, 30, 32, 33, 35, 39, 40, 41, 42], '1': [38], '2': [2, 34], '3': [37], '4': [31], '5': [4, 11], '6': [25], '7': [28], '8': [36], '9': [29], '10': [21], '11': [10], '12': [24], '13': [16], '14': [7], '15': [15], '16': [19], '17': [17]}"
single,precomputed,19,"{'0': [1, 3, 5, 6, 8, 9, 13, 14, 18, 20, 22, 23, 26, 27, 30, 32, 33, 35, 39, 40, 41, 42], '1': [38], '2': [2, 34], '3': [37], '4': [31], '5': [4, 11], '6': [25], '7': [28], '8': [36], '9': [29], '10': [21], '11': [10], '12': [24], '13': [16], '14': [7], '15': [15], '16': [19], '17': [17], '18': [12]}"
single,precomputed,20,"{'0': [1, 3, 5, 6, 8, 9, 13, 14, 18, 20, 22, 23, 26, 27, 30, 32, 33, 39, 40, 41, 42], '1': [38], '2': [2, 34], '3': [37], '4': [35], '5': [4, 11], '6': [25], '7': [28], '8': [36], '9': [31], '10': [21], '11': [10], '12': [24], '13': [16], '14': [7], '15': [15], '16': [19], '17': [17], '18': [12], '19': [29]}"
complete,euclidean,2,"{'0': [2, 4, 7, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 27, 32, 40, 42], '1': [1, 3, 5, 6, 10, 11, 17, 21, 26, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 41]}"
complete,euclidean,3,"{'0': [1, 3, 5, 6, 10, 11, 17, 21, 26, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 41], '1': [2, 4, 7, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 27, 40, 42], '2': [32]}"
complete,euclidean,4,"{'0': [2, 4, 7, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 22, 23, 24, 25, 27, 40, 42], '1': [33, 39, 41], '2': [32], '3': [1, 3, 5, 6, 10, 11, 17, 21, 26, 28, 29, 30, 31, 34, 35, 36, 37, 38]}"
complete,euclidean,5,"{'0': [33, 39, 41], '1': [1, 3, 5, 6, 10, 11, 17, 21, 26, 28, 29, 30, 31, 34, 35, 36, 37, 38], '2': [32], '3': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27]}"
complete,euclidean,6,"{'0': [1, 3, 5, 6, 10, 11, 17, 21, 26, 28, 29, 30, 31, 34, 35, 36, 37, 38], '1': [39, 41], '2': [33], '3': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [32]}"
complete,euclidean,7,"{'0': [1, 3, 5, 6, 10, 17, 21, 26, 28, 29, 30, 31, 34, 35, 36, 37, 38], '1': [39, 41], '2': [33], '3': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [32], '6': [11]}"
complete,euclidean,8,"{'0': [39, 41], '1': [6, 17, 29, 30, 34], '2': [33], '3': [1, 3, 5, 10, 21, 26, 28, 31, 35, 36, 37, 38], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [32], '6': [11], '7': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42]}"
complete,euclidean,9,"{'0': [6, 17, 29, 30, 34], '1': [1, 3, 5, 10, 21, 26, 28, 31, 35, 36, 37, 38], '2': [33], '3': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '4': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27], '5': [32], '6': [11], '7': [41], '8': [39]}"
complete,euclidean,10,"{'0': [1, 3, 5, 10, 21, 26, 28, 31, 35, 36, 37, 38], '1': [6, 29, 30], '2': [33], '3': [7, 8, 9, 13, 15, 19, 23, 24, 40, 42], '4': [17, 34], '5': [32], '6': [11], '7': [41], '8': [39], '9': [2, 4, 12, 14, 16, 18, 20, 22, 25, 27]}"
