Linkage,Affinity,Number_of_Clusters,TASK_Group
complete,cosine,14,"{'0': [9, 55], '1': [46, 52, 78, 90], '2': [76, 80, 81, 83, 84], '3': [2, 24, 25, 61], '4': [28, 59], '5': [5, 87, 89, 91], '6': [12, 20, 27, 30, 92], '7': [6], '8': [86], '9': [70], '10': [22, 57], '11': [67], '12': [85], '13': [10, 18]}"
complete,cosine,15,"{'0': [76, 80, 81, 83, 84], '1': [46, 52, 78, 90], '2': [5, 87, 89, 91], '3': [2, 24, 25, 61], '4': [28, 59], '5': [85], '6': [12, 20, 27, 30, 92], '7': [6], '8': [86], '9': [70], '10': [22, 57], '11': [67], '12': [55], '13': [10, 18], '14': [9]}"
complete,precomputed,2,"{'0': [2, 5, 6, 9, 10, 12, 18, 20, 22, 24, 25, 27, 28, 30, 46, 52, 55, 57, 59, 61, 67, 70, 76, 78, 80, 83, 84, 85, 86, 87, 89, 90, 91, 92], '1': [81]}"
complete,precomputed,3,"{'0': [2, 5, 6, 9, 10, 12, 18, 20, 22, 24, 25, 27, 28, 30, 46, 52, 55, 57, 59, 61, 67, 70, 76, 78, 80, 84, 85, 86, 87, 89, 90, 91, 92], '1': [81], '2': [83]}"
complete,precomputed,4,"{'0': [2, 5, 6, 9, 10, 12, 18, 20, 22, 24, 25, 27, 28, 30, 46, 52, 55, 57, 59, 61, 67, 70, 76, 78, 80, 85, 86, 87, 89, 90, 91, 92], '1': [84], '2': [83], '3': [81]}"
complete,precomputed,5,"{'0': [2, 5, 6, 9, 10, 12, 18, 20, 22, 24, 25, 27, 28, 30, 46, 52, 55, 57, 59, 61, 67, 70, 78, 80, 85, 86, 87, 89, 90, 91, 92], '1': [84], '2': [83], '3': [81], '4': [76]}"
complete,precomputed,6,"{'0': [2, 5, 6, 9, 10, 12, 18, 20, 22, 24, 25, 27, 28, 30, 46, 52, 55, 57, 59, 61, 67, 70, 78, 80, 86, 87, 89, 90, 91, 92], '1': [84], '2': [85], '3': [81], '4': [76], '5': [83]}"
complete,precomputed,7,"{'0': [2, 5, 6, 9, 10, 12, 18, 20, 22, 24, 25, 27, 28, 30, 46, 52, 55, 57, 59, 61, 67, 70, 78, 86, 87, 89, 90, 91, 92], '1': [84], '2': [85], '3': [81], '4': [76], '5': [83], '6': [80]}"
complete,precomputed,8,"{'0': [2, 5, 6, 9, 10, 12, 18, 20, 22, 24, 25, 27, 28, 30, 46, 52, 55, 57, 59, 61, 67, 78, 86, 87, 89, 90, 91, 92], '1': [84], '2': [85], '3': [81], '4': [76], '5': [83], '6': [80], '7': [70]}"
complete,precomputed,9,"{'0': [2, 5, 6, 9, 10, 12, 18, 20, 22, 24, 25, 27, 28, 30, 46, 52, 55, 57, 59, 61, 67, 78, 87, 89, 90, 91, 92], '1': [86], '2': [85], '3': [84], '4': [76], '5': [83], '6': [80], '7': [70], '8': [81]}"
complete,precomputed,10,"{'0': [2, 5, 6, 9, 10, 12, 18, 20, 22, 24, 25, 27, 28, 30, 46, 52, 55, 57, 59, 61, 67, 87, 89, 90, 91, 92], '1': [86], '2': [85], '3': [84], '4': [78], '5': [83], '6': [80], '7': [70], '8': [81], '9': [76]}"
complete,precomputed,11,"{'0': [2, 10, 12, 18, 52, 67, 90], '1': [5, 6, 9, 20, 22, 24, 25, 27, 28, 30, 46, 55, 57, 59, 61, 87, 89, 91, 92], '2': [85], '3': [84], '4': [86], '5': [83], '6': [80], '7': [70], '8': [81], '9': [76], '10': [78]}"
complete,precomputed,12,"{'0': [5, 6, 9, 20, 22, 24, 25, 27, 28, 30, 46, 55, 57, 59, 61, 87, 89, 91, 92], '1': [2, 10, 12, 18, 52, 67], '2': [90], '3': [84], '4': [86], '5': [85], '6': [80], '7': [70], '8': [81], '9': [76], '10': [78], '11': [83]}"
complete,precomputed,13,"{'0': [2, 10, 12, 18, 52, 67], '1': [5, 6, 9, 20, 22, 24, 25, 27, 28, 30, 55, 57, 59, 61, 87, 89, 91, 92], '2': [90], '3': [84], '4': [86], '5': [85], '6': [80], '7': [70], '8': [81], '9': [76], '10': [78], '11': [83], '12': [46]}"
complete,precomputed,14,"{'0': [5, 6, 9, 20, 22, 24, 25, 27, 28, 30, 55, 57, 59, 61, 87, 89, 91, 92], '1': [2, 10, 12, 18, 67], '2': [90], '3': [84], '4': [86], '5': [85], '6': [80], '7': [70], '8': [81], '9': [76], '10': [78], '11': [83], '12': [46], '13': [52]}"
complete,precomputed,15,"{'0': [5, 6, 9, 20, 24, 25, 27, 30, 55, 57, 59, 61, 87, 89, 91, 92], '1': [2, 10, 12, 18, 67], '2': [22, 28], '3': [84], '4': [86], '5': [85], '6': [90], '7': [70], '8': [81], '9': [76], '10': [78], '11': [83], '12': [46], '13': [52], '14': [80]}"
