Linkage,Affinity,Number_of_Clusters,TASK_Group
complete,euclidean,7,"{'0': [5, 10, 12, 16, 20, 29, 30, 35, 38, 42], '1': [4, 25, 27, 40], '2': [6, 7, 8, 9, 11, 15, 17, 18, 19, 28, 32, 33, 37], '3': [1, 14, 24, 26], '4': [3, 31, 34, 36], '5': [21, 23], '6': [2, 13, 22, 39, 41]}"
complete,euclidean,8,"{'0': [6, 7, 8, 9, 11, 15, 17, 18, 19, 28, 32, 33, 37], '1': [4, 25, 27, 40], '2': [10, 12, 16, 20, 30, 35, 42], '3': [5, 29, 38], '4': [3, 31, 34, 36], '5': [21, 23], '6': [2, 13, 22, 39, 41], '7': [1, 14, 24, 26]}"
complete,euclidean,9,"{'0': [4, 25, 27, 40], '1': [7, 8, 11, 15, 17, 18, 19], '2': [10, 12, 16, 20, 30, 35, 42], '3': [5, 29, 38], '4': [3, 31, 34, 36], '5': [21, 23], '6': [2, 13, 22, 39, 41], '7': [1, 14, 24, 26], '8': [6, 9, 28, 32, 33, 37]}"
complete,euclidean,10,"{'0': [10, 12, 16, 20, 30, 35, 42], '1': [7, 8, 11, 15, 17, 18, 19], '2': [21, 23], '3': [5, 29, 38], '4': [3, 31, 34, 36], '5': [4, 25, 40], '6': [2, 13, 22, 39, 41], '7': [1, 14, 24, 26], '8': [6, 9, 28, 32, 33, 37], '9': [27]}"
complete,euclidean,11,"{'0': [12, 20, 35, 42], '1': [7, 8, 11, 15, 17, 18, 19], '2': [21, 23], '3': [5, 29, 38], '4': [10, 16, 30], '5': [4, 25, 40], '6': [2, 13, 22, 39, 41], '7': [1, 14, 24, 26], '8': [6, 9, 28, 32, 33, 37], '9': [27], '10': [3, 31, 34, 36]}"
complete,euclidean,12,"{'0': [7, 8, 11, 15, 17, 18, 19], '1': [5, 29, 38], '2': [21, 23], '3': [6, 9, 28, 32, 33, 37], '4': [10, 16, 30], '5': [12, 35], '6': [2, 13, 22, 39, 41], '7': [1, 14, 24, 26], '8': [20, 42], '9': [27], '10': [3, 31, 34, 36], '11': [4, 25, 40]}"
complete,euclidean,13,"{'0': [21, 23], '1': [5, 29, 38], '2': [7, 8, 11, 18], '3': [6, 9, 28, 32, 33, 37], '4': [10, 16, 30], '5': [12, 35], '6': [2, 13, 22, 39, 41], '7': [1, 14, 24, 26], '8': [20, 42], '9': [27], '10': [3, 31, 34, 36], '11': [4, 25, 40], '12': [15, 17, 19]}"
complete,euclidean,14,"{'0': [7, 8, 11, 18], '1': [5, 29, 38], '2': [2, 13, 22, 39, 41], '3': [6, 9, 28, 32, 33, 37], '4': [10, 16, 30], '5': [12, 35], '6': [23], '7': [1, 14, 24, 26], '8': [20, 42], '9': [27], '10': [3, 31, 34, 36], '11': [4, 25, 40], '12': [15, 17, 19], '13': [21]}"
complete,euclidean,15,"{'0': [5, 29, 38], '1': [6, 9, 28, 32, 33, 37], '2': [2, 13, 22, 39, 41], '3': [20, 42], '4': [10, 16, 30], '5': [12, 35], '6': [8, 18], '7': [1, 14, 24, 26], '8': [7, 11], '9': [27], '10': [3, 31, 34, 36], '11': [4, 25, 40], '12': [15, 17, 19], '13': [21], '14': [23]}"
complete,euclidean,16,"{'0': [2, 13, 22, 39, 41], '1': [6, 9, 28, 32, 33, 37], '2': [12, 35], '3': [20, 42], '4': [10, 16, 30], '5': [15, 17, 19], '6': [8, 18], '7': [1, 14, 24, 26], '8': [7, 11], '9': [27], '10': [3, 31, 34, 36], '11': [4, 25, 40], '12': [29, 38], '13': [21], '14': [23], '15': [5]}"
complete,euclidean,17,"{'0': [6, 9, 28, 32, 33, 37], '1': [20, 42], '2': [12, 35], '3': [13, 39], '4': [10, 16, 30], '5': [15, 17, 19], '6': [8, 18], '7': [1, 14, 24, 26], '8': [7, 11], '9': [27], '10': [3, 31, 34, 36], '11': [4, 25, 40], '12': [29, 38], '13': [21], '14': [23], '15': [5], '16': [2, 22, 41]}"
complete,euclidean,18,"{'0': [20, 42], '1': [13, 39], '2': [12, 35], '3': [6, 28, 37], '4': [10, 16, 30], '5': [15, 17, 19], '6': [8, 18], '7': [1, 14, 24, 26], '8': [7, 11], '9': [27], '10': [3, 31, 34, 36], '11': [4, 25, 40], '12': [29, 38], '13': [21], '14': [23], '15': [5], '16': [2, 22, 41], '17': [9, 32, 33]}"
complete,euclidean,19,"{'0': [13, 39], '1': [6, 28, 37], '2': [12, 35], '3': [7, 11], '4': [10, 16, 30], '5': [15, 17, 19], '6': [8, 18], '7': [1, 14, 24, 26], '8': [9, 32, 33], '9': [27], '10': [3, 31, 34, 36], '11': [4, 25, 40], '12': [29, 38], '13': [21], '14': [23], '15': [5], '16': [2, 22, 41], '17': [42], '18': [20]}"
complete,euclidean,20,"{'0': [6, 28, 37], '1': [10, 16, 30], '2': [12, 35], '3': [7, 11], '4': [3, 31, 34, 36], '5': [15, 17, 19], '6': [8, 18], '7': [1, 14, 24, 26], '8': [9, 32, 33], '9': [27], '10': [39], '11': [4, 25, 40], '12': [29, 38], '13': [21], '14': [23], '15': [5], '16': [2, 22, 41], '17': [42], '18': [20], '19': [13]}"
complete,manhattan,2,"{'0': [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 38, 39, 40, 41, 42], '1': [1, 3, 14, 24, 26, 31, 34, 36]}"
complete,manhattan,3,"{'0': [1, 3, 14, 24, 26, 31, 34, 36], '1': [2, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20, 22, 23, 28, 29, 30, 32, 33, 37, 38, 39, 41], '2': [4, 12, 21, 25, 27, 35, 40, 42]}"
complete,manhattan,4,"{'0': [2, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20, 22, 23, 28, 29, 30, 32, 33, 37, 38, 39, 41], '1': [1, 3, 14, 24, 26, 31], '2': [4, 12, 21, 25, 27, 35, 40, 42], '3': [34, 36]}"
complete,manhattan,5,"{'0': [2, 6, 7, 8, 9, 11, 15, 17, 18, 19, 22, 23, 28, 32, 33, 37, 39, 41], '1': [5, 10, 13, 16, 20, 29, 30, 38], '2': [4, 12, 21, 25, 27, 35, 40, 42], '3': [34, 36], '4': [1, 3, 14, 24, 26, 31]}"
complete,manhattan,6,"{'0': [5, 10, 13, 16, 20, 29, 30, 38], '1': [6, 7, 8, 9, 15, 17, 18, 19, 23, 28, 32, 37], '2': [4, 12, 21, 25, 27, 35, 40, 42], '3': [34, 36], '4': [1, 3, 14, 24, 26, 31], '5': [2, 11, 22, 33, 39, 41]}"
complete,manhattan,7,"{'0': [4, 12, 21, 25, 27, 35, 40, 42], '1': [6, 7, 8, 9, 15, 17, 18, 19, 23, 28, 32, 37], '2': [10, 13, 16, 20, 30], '3': [34, 36], '4': [1, 3, 14, 24, 26, 31], '5': [2, 11, 22, 33, 39, 41], '6': [5, 29, 38]}"
complete,manhattan,8,"{'0': [6, 7, 8, 9, 15, 17, 18, 19, 23, 28, 32, 37], '1': [4, 25, 27, 40], '2': [10, 13, 16, 20, 30], '3': [12, 21, 35, 42], '4': [1, 3, 14, 24, 26, 31], '5': [2, 11, 22, 33, 39, 41], '6': [5, 29, 38], '7': [34, 36]}"
complete,manhattan,9,"{'0': [10, 13, 16, 20, 30], '1': [4, 25, 27, 40], '2': [7, 8, 15, 17, 18, 19, 23], '3': [12, 21, 35, 42], '4': [1, 3, 14, 24, 26, 31], '5': [2, 11, 22, 33, 39, 41], '6': [5, 29, 38], '7': [34, 36], '8': [6, 9, 28, 32, 37]}"
complete,manhattan,10,"{'0': [4, 25, 27, 40], '1': [12, 21, 35, 42], '2': [7, 8, 15, 17, 18, 19, 23], '3': [13, 20], '4': [1, 3, 14, 24, 26, 31], '5': [2, 11, 22, 33, 39, 41], '6': [5, 29, 38], '7': [34, 36], '8': [6, 9, 28, 32, 37], '9': [10, 16, 30]}"
complete,manhattan,11,"{'0': [12, 21, 35, 42], '1': [13, 20], '2': [7, 8, 15, 17, 18, 19, 23], '3': [6, 9, 28, 32, 37], '4': [1, 3, 14, 24, 26, 31], '5': [2, 11, 22, 33, 39, 41], '6': [5, 29, 38], '7': [34, 36], '8': [4, 25, 40], '9': [10, 16, 30], '10': [27]}"
complete,manhattan,12,"{'0': [7, 8, 15, 17, 18, 19, 23], '1': [13, 20], '2': [2, 11, 22, 33, 39, 41], '3': [6, 9, 28, 32, 37], '4': [1, 3, 14, 24, 26, 31], '5': [21, 35], '6': [5, 29, 38], '7': [34, 36], '8': [4, 25, 40], '9': [10, 16, 30], '10': [27], '11': [12, 42]}"
complete,manhattan,13,"{'0': [2, 11, 22, 33, 39, 41], '1': [13, 20], '2': [5, 29, 38], '3': [6, 9, 28, 32, 37], '4': [1, 3, 14, 24, 26, 31], '5': [21, 35], '6': [7, 15, 17, 19, 23], '7': [34, 36], '8': [4, 25, 40], '9': [10, 16, 30], '10': [27], '11': [12, 42], '12': [8, 18]}"
complete,manhattan,14,"{'0': [5, 29, 38], '1': [13, 20], '2': [2, 22, 39, 41], '3': [6, 9, 28, 32, 37], '4': [1, 3, 14, 24, 26, 31], '5': [21, 35], '6': [7, 15, 17, 19, 23], '7': [34, 36], '8': [4, 25, 40], '9': [10, 16, 30], '10': [27], '11': [12, 42], '12': [8, 18], '13': [11, 33]}"
complete,manhattan,15,"{'0': [13, 20], '1': [1, 3, 14, 24, 26, 31], '2': [2, 22, 39, 41], '3': [6, 9, 28, 32, 37], '4': [10, 16, 30], '5': [21, 35], '6': [7, 15, 17, 19, 23], '7': [34, 36], '8': [4, 25, 40], '9': [29, 38], '10': [27], '11': [12, 42], '12': [8, 18], '13': [11, 33], '14': [5]}"
complete,manhattan,16,"{'0': [1, 3, 14, 24, 26, 31], '1': [10, 16, 30], '2': [2, 22, 39, 41], '3': [6, 9, 28, 32, 37], '4': [29, 38], '5': [21, 35], '6': [7, 15, 17, 19, 23], '7': [34, 36], '8': [4, 25, 40], '9': [20], '10': [27], '11': [12, 42], '12': [8, 18], '13': [11, 33], '14': [5], '15': [13]}"
complete,manhattan,17,"{'0': [2, 22, 39, 41], '1': [10, 16, 30], '2': [7, 15, 17, 19, 23], '3': [6, 9, 28, 32, 37], '4': [29, 38], '5': [21, 35], '6': [11, 33], '7': [34, 36], '8': [4, 25, 40], '9': [20], '10': [27], '11': [12, 42], '12': [8, 18], '13': [3, 14, 24, 26, 31], '14': [5], '15': [13], '16': [1]}"
complete,manhattan,18,"{'0': [7, 15, 17, 19, 23], '1': [10, 16, 30], '2': [21, 35], '3': [6, 9, 28, 32, 37], '4': [29, 38], '5': [12, 42], '6': [11, 33], '7': [34, 36], '8': [4, 25, 40], '9': [20], '10': [27], '11': [2, 22, 41], '12': [8, 18], '13': [3, 14, 24, 26, 31], '14': [5], '15': [13], '16': [1], '17': [39]}"
complete,manhattan,19,"{'0': [10, 16, 30], '1': [6, 9, 28, 32, 37], '2': [21, 35], '3': [4, 25, 40], '4': [29, 38], '5': [12, 42], '6': [11, 33], '7': [34, 36], '8': [7, 23], '9': [20], '10': [27], '11': [2, 22, 41], '12': [8, 18], '13': [3, 14, 24, 26, 31], '14': [5], '15': [13], '16': [1], '17': [39], '18': [15, 17, 19]}"
complete,manhattan,20,"{'0': [21, 35], '1': [6, 9, 28, 32, 37], '2': [12, 42], '3': [4, 25, 40], '4': [29, 38], '5': [10, 30], '6': [11, 33], '7': [34, 36], '8': [7, 23], '9': [20], '10': [27], '11': [2, 22, 41], '12': [8, 18], '13': [3, 14, 24, 26, 31], '14': [5], '15': [13], '16': [1], '17': [39], '18': [15, 17, 19], '19': [16]}"
complete,cosine,2,"{'0': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 39, 40, 41, 42], '1': [14, 26, 34]}"
complete,cosine,3,"{'0': [2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 38, 39, 40, 41, 42], '1': [14, 26, 34], '2': [1, 3, 24, 31, 36]}"
complete,cosine,4,"{'0': [4, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 20, 21, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 39, 40, 42], '1': [14, 26, 34], '2': [1, 3, 24, 31, 36], '3': [2, 5, 15, 17, 19, 22, 38, 41]}"
complete,cosine,5,"{'0': [14, 26, 34], '1': [2, 5, 15, 17, 19, 22, 38, 41], '2': [1, 3, 24, 31, 36], '3': [4, 6, 7, 8, 9, 10, 11, 12, 16, 18, 21, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 40, 42], '4': [13, 20, 39]}"
complete,cosine,6,"{'0': [2, 5, 15, 17, 19, 22, 38, 41], '1': [4, 6, 7, 8, 9, 10, 11, 12, 16, 18, 21, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 40, 42], '2': [1, 3, 24, 31, 36], '3': [14, 26], '4': [13, 20, 39], '5': [34]}"
complete,cosine,7,"{'0': [4, 6, 7, 8, 9, 10, 11, 12, 16, 18, 21, 23, 25, 27, 28, 29, 30, 32, 33, 35, 37, 40, 42], '1': [2, 15, 17, 19, 22, 41], '2': [1, 3, 24, 31, 36], '3': [14, 26], '4': [13, 20, 39], '5': [34], '6': [5, 38]}"
complete,cosine,8,"{'0': [1, 3, 24, 31, 36], '1': [4, 6, 9, 12, 25, 28, 29, 32, 33, 35, 37, 40, 42], '2': [7, 8, 10, 11, 16, 18, 21, 23, 27, 30], '3': [2, 15, 17, 19, 22, 41], '4': [13, 20, 39], '5': [34], '6': [5, 38], '7': [14, 26]}"
complete,cosine,9,"{'0': [7, 8, 10, 11, 16, 18, 21, 23, 27, 30], '1': [4, 6, 9, 12, 25, 28, 29, 32, 33, 35, 37, 40, 42], '2': [1, 24, 36], '3': [2, 15, 17, 19, 22, 41], '4': [13, 20, 39], '5': [34], '6': [5, 38], '7': [14, 26], '8': [3, 31]}"
complete,cosine,10,"{'0': [4, 6, 9, 12, 25, 28, 29, 32, 33, 35, 37, 40, 42], '1': [2, 15, 17, 19, 22, 41], '2': [1, 24, 36], '3': [7, 8, 11, 18, 21, 23], '4': [13, 20, 39], '5': [34], '6': [5, 38], '7': [14, 26], '8': [3, 31], '9': [10, 16, 27, 30]}"
complete,cosine,11,"{'0': [2, 15, 17, 19, 22, 41], '1': [7, 8, 11, 18, 21, 23], '2': [1, 24, 36], '3': [4, 12, 25, 29, 35, 40], '4': [13, 20, 39], '5': [34], '6': [5, 38], '7': [14, 26], '8': [3, 31], '9': [10, 16, 27, 30], '10': [6, 9, 28, 32, 33, 37, 42]}"
complete,cosine,12,"{'0': [7, 8, 11, 18, 21, 23], '1': [13, 20, 39], '2': [1, 24, 36], '3': [4, 12, 25, 29, 35, 40], '4': [6, 9, 28, 32, 33, 37, 42], '5': [15, 17, 19], '6': [5, 38], '7': [14, 26], '8': [3, 31], '9': [10, 16, 27, 30], '10': [2, 22, 41], '11': [34]}"
complete,cosine,13,"{'0': [13, 20, 39], '1': [4, 12, 25, 29, 35, 40], '2': [1, 24, 36], '3': [8, 11, 18, 21], '4': [6, 9, 28, 32, 33, 37, 42], '5': [15, 17, 19], '6': [5, 38], '7': [14, 26], '8': [3, 31], '9': [10, 16, 27, 30], '10': [2, 22, 41], '11': [34], '12': [7, 23]}"
complete,cosine,14,"{'0': [1, 24, 36], '1': [4, 12, 25, 29, 35, 40], '2': [13, 20], '3': [8, 11, 18, 21], '4': [6, 9, 28, 32, 33, 37, 42], '5': [15, 17, 19], '6': [5, 38], '7': [14, 26], '8': [3, 31], '9': [10, 16, 27, 30], '10': [2, 22, 41], '11': [34], '12': [7, 23], '13': [39]}"
complete,cosine,15,"{'0': [4, 12, 25, 29, 35, 40], '1': [6, 9, 28, 32, 33, 37, 42], '2': [13, 20], '3': [8, 11, 18, 21], '4': [10, 16, 27, 30], '5': [15, 17, 19], '6': [5, 38], '7': [14, 26], '8': [3, 31], '9': [24, 36], '10': [2, 22, 41], '11': [34], '12': [7, 23], '13': [39], '14': [1]}"
complete,cosine,16,"{'0': [6, 9, 28, 32, 33, 37, 42], '1': [8, 11, 18, 21], '2': [13, 20], '3': [14, 26], '4': [10, 16, 27, 30], '5': [15, 17, 19], '6': [5, 38], '7': [12, 29, 35], '8': [3, 31], '9': [24, 36], '10': [2, 22, 41], '11': [34], '12': [7, 23], '13': [39], '14': [1], '15': [4, 25, 40]}"
complete,cosine,17,"{'0': [8, 11, 18, 21], '1': [14, 26], '2': [13, 20], '3': [3, 31], '4': [10, 16, 27, 30], '5': [15, 17, 19], '6': [5, 38], '7': [6, 28, 37], '8': [9, 32, 33, 42], '9': [24, 36], '10': [2, 22, 41], '11': [34], '12': [7, 23], '13': [39], '14': [1], '15': [4, 25, 40], '16': [12, 29, 35]}"
complete,cosine,18,"{'0': [14, 26], '1': [10, 16, 27, 30], '2': [13, 20], '3': [3, 31], '4': [2, 22, 41], '5': [15, 17, 19], '6': [5, 38], '7': [6, 28, 37], '8': [9, 32, 33, 42], '9': [24, 36], '10': [8, 18], '11': [34], '12': [7, 23], '13': [39], '14': [1], '15': [4, 25, 40], '16': [12, 29, 35], '17': [11, 21]}"
complete,cosine,19,"{'0': [10, 16, 27, 30], '1': [3, 31], '2': [13, 20], '3': [9, 32, 33, 42], '4': [2, 22, 41], '5': [15, 17, 19], '6': [5, 38], '7': [6, 28, 37], '8': [11, 21], '9': [24, 36], '10': [8, 18], '11': [34], '12': [7, 23], '13': [39], '14': [1], '15': [4, 25, 40], '16': [12, 29, 35], '17': [26], '18': [14]}"
complete,cosine,20,"{'0': [3, 31], '1': [2, 22, 41], '2': [13, 20], '3': [9, 32, 33, 42], '4': [16, 30], '5': [15, 17, 19], '6': [5, 38], '7': [6, 28, 37], '8': [11, 21], '9': [10, 27], '10': [8, 18], '11': [34], '12': [7, 23], '13': [39], '14': [1], '15': [4, 25, 40], '16': [12, 29, 35], '17': [26], '18': [14], '19': [24, 36]}"
complete,precomputed,2,"{'0': [1, 7, 8, 10, 11, 13, 14, 17, 18, 19, 21, 22, 23, 24, 26, 27, 31, 34, 36, 38], '1': [2, 3, 4, 5, 6, 9, 12, 15, 16, 20, 25, 28, 29, 30, 32, 33, 35, 37, 39, 40, 41, 42]}"
complete,precomputed,3,"{'0': [2, 3, 4, 5, 6, 9, 12, 15, 16, 20, 25, 28, 29, 30, 32, 33, 35, 37, 39, 40, 41, 42], '1': [1, 7, 8, 11, 18, 21, 24, 27, 36], '2': [10, 13, 14, 17, 19, 22, 23, 26, 31, 34, 38]}"
complete,precomputed,4,"{'0': [2, 3, 4, 6, 9, 25, 30, 32, 33, 37, 39, 40, 41], '1': [1, 7, 8, 11, 18, 21, 24, 27, 36], '2': [10, 13, 14, 17, 19, 22, 23, 26, 31, 34, 38], '3': [5, 12, 15, 16, 20, 28, 29, 35, 42]}"
complete,precomputed,5,"{'0': [1, 7, 8, 11, 18, 21, 24, 27, 36], '1': [5, 12, 15, 16, 20, 28, 29, 35, 42], '2': [10, 13, 14, 17, 19, 22, 23, 26, 31, 34, 38], '3': [2, 3, 6, 9, 30, 32, 33, 37, 39, 41], '4': [4, 25, 40]}"
complete,precomputed,6,"{'0': [5, 12, 15, 16, 20, 28, 29, 35, 42], '1': [1, 7, 8, 18, 24, 27, 36], '2': [10, 13, 14, 17, 19, 22, 23, 26, 31, 34, 38], '3': [2, 3, 6, 9, 30, 32, 33, 37, 39, 41], '4': [4, 25, 40], '5': [11, 21]}"
complete,precomputed,7,"{'0': [12, 15, 16, 20, 35, 42], '1': [1, 7, 8, 18, 24, 27, 36], '2': [10, 13, 14, 17, 19, 22, 23, 26, 31, 34, 38], '3': [2, 3, 6, 9, 30, 32, 33, 37, 39, 41], '4': [4, 25, 40], '5': [11, 21], '6': [5, 28, 29]}"
complete,precomputed,8,"{'0': [10, 13, 14, 17, 19, 22, 23, 26, 31, 34, 38], '1': [1, 7, 8, 18, 24, 27, 36], '2': [16, 20, 42], '3': [2, 3, 6, 9, 30, 32, 33, 37, 39, 41], '4': [4, 25, 40], '5': [11, 21], '6': [5, 28, 29], '7': [12, 15, 35]}"
complete,precomputed,9,"{'0': [1, 7, 8, 18, 24, 27, 36], '1': [2, 3, 6, 9, 30, 32, 33, 37, 39, 41], '2': [16, 20, 42], '3': [10, 13, 14, 17, 19, 22, 26, 31, 34], '4': [4, 25, 40], '5': [11, 21], '6': [5, 28, 29], '7': [12, 15, 35], '8': [23, 38]}"
complete,precomputed,10,"{'0': [2, 3, 6, 9, 30, 32, 33, 37, 39, 41], '1': [10, 13, 14, 17, 19, 22, 26, 31, 34], '2': [16, 20, 42], '3': [12, 15, 35], '4': [4, 25, 40], '5': [11, 21], '6': [5, 28, 29], '7': [1, 7, 8, 18, 24, 36], '8': [23, 38], '9': [27]}"
complete,precomputed,11,"{'0': [16, 20, 42], '1': [10, 13, 14, 17, 19, 22, 26, 31, 34], '2': [2, 6, 32, 39, 41], '3': [12, 15, 35], '4': [4, 25, 40], '5': [11, 21], '6': [5, 28, 29], '7': [1, 7, 8, 18, 24, 36], '8': [23, 38], '9': [27], '10': [3, 9, 30, 33, 37]}"
complete,precomputed,12,"{'0': [10, 13, 14, 17, 19, 22, 26, 31, 34], '1': [12, 15, 35], '2': [2, 6, 32, 39, 41], '3': [1, 7, 8, 18, 24, 36], '4': [4, 25, 40], '5': [11, 21], '6': [5, 28, 29], '7': [16, 20], '8': [23, 38], '9': [27], '10': [3, 9, 30, 33, 37], '11': [42]}"
complete,precomputed,13,"{'0': [12, 15, 35], '1': [4, 25, 40], '2': [2, 6, 32, 39, 41], '3': [1, 7, 8, 18, 24, 36], '4': [3, 9, 30, 33, 37], '5': [11, 21], '6': [5, 28, 29], '7': [16, 20], '8': [23, 38], '9': [27], '10': [14, 17, 19, 22, 26, 31, 34], '11': [42], '12': [10, 13]}"
complete,precomputed,14,"{'0': [2, 6, 32, 39, 41], '1': [4, 25, 40], '2': [5, 28, 29], '3': [1, 7, 8, 18, 24, 36], '4': [3, 9, 30, 33, 37], '5': [11, 21], '6': [12, 15], '7': [16, 20], '8': [23, 38], '9': [27], '10': [14, 17, 19, 22, 26, 31, 34], '11': [42], '12': [10, 13], '13': [35]}"
complete,precomputed,15,"{'0': [4, 25, 40], '1': [3, 9, 30, 33, 37], '2': [5, 28, 29], '3': [1, 7, 8, 18, 24, 36], '4': [2, 6, 39, 41], '5': [11, 21], '6': [12, 15], '7': [16, 20], '8': [23, 38], '9': [27], '10': [14, 17, 19, 22, 26, 31, 34], '11': [42], '12': [10, 13], '13': [35], '14': [32]}"
complete,precomputed,16,"{'0': [3, 9, 30, 33, 37], '1': [1, 7, 8, 18, 24, 36], '2': [5, 28, 29], '3': [25, 40], '4': [2, 6, 39, 41], '5': [11, 21], '6': [12, 15], '7': [16, 20], '8': [23, 38], '9': [27], '10': [14, 17, 19, 22, 26, 31, 34], '11': [42], '12': [10, 13], '13': [35], '14': [32], '15': [4]}"
complete,precomputed,17,"{'0': [1, 7, 8, 18, 24, 36], '1': [2, 6, 39, 41], '2': [5, 28, 29], '3': [25, 40], '4': [14, 17, 19, 22, 26, 31, 34], '5': [11, 21], '6': [12, 15], '7': [16, 20], '8': [23, 38], '9': [27], '10': [9, 30], '11': [42], '12': [10, 13], '13': [35], '14': [32], '15': [4], '16': [3, 33, 37]}"
complete,precomputed,18,"{'0': [2, 6, 39, 41], '1': [14, 17, 19, 22, 26, 31, 34], '2': [5, 28, 29], '3': [25, 40], '4': [9, 30], '5': [11, 21], '6': [12, 15], '7': [16, 20], '8': [23, 38], '9': [27], '10': [7, 8, 24], '11': [42], '12': [10, 13], '13': [35], '14': [32], '15': [4], '16': [3, 33, 37], '17': [1, 18, 36]}"
complete,precomputed,19,"{'0': [5, 28, 29], '1': [14, 17, 19, 22, 26, 31, 34], '2': [12, 15], '3': [25, 40], '4': [9, 30], '5': [11, 21], '6': [2, 39, 41], '7': [16, 20], '8': [23, 38], '9': [27], '10': [7, 8, 24], '11': [42], '12': [10, 13], '13': [35], '14': [32], '15': [4], '16': [3, 33, 37], '17': [1, 18, 36], '18': [6]}"
complete,precomputed,20,"{'0': [12, 15], '1': [14, 17, 19, 22, 26, 31, 34], '2': [28, 29], '3': [25, 40], '4': [9, 30], '5': [11, 21], '6': [2, 39, 41], '7': [16, 20], '8': [23, 38], '9': [27], '10': [7, 8, 24], '11': [42], '12': [10, 13], '13': [35], '14': [32], '15': [4], '16': [3, 33, 37], '17': [1, 18, 36], '18': [6], '19': [5]}"
