Linkage,Affinity,Number_of_Clusters,TASK_Group
single,precomputed,14,"{'0': [0, 1, 4, 8, 9, 15, 16, 17, 19, 21, 23, 24, 25, 26, 27, 28], '1': [20], '2': [22], '3': [18], '4': [14], '5': [13], '6': [12], '7': [3], '8': [5], '9': [7], '10': [11], '11': [10], '12': [2], '13': [6]}"
single,precomputed,15,"{'0': [0, 1, 4, 8, 9, 15, 16, 17, 19, 21, 23, 24, 25, 26, 27], '1': [20], '2': [28], '3': [18], '4': [14], '5': [13], '6': [22], '7': [3], '8': [5], '9': [7], '10': [11], '11': [10], '12': [2], '13': [6], '14': [12]}"
complete,euclidean,2,"{'0': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]}"
complete,euclidean,3,"{'0': [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [9, 12, 13, 14]}"
complete,euclidean,4,"{'0': [9, 12, 13, 14], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [0, 3, 4, 5, 6, 7, 8], '3': [1, 2, 10, 11]}"
complete,euclidean,5,"{'0': [0, 3, 4, 5, 6, 7, 8], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [12, 13, 14], '3': [1, 2, 10, 11], '4': [9]}"
complete,euclidean,6,"{'0': [3, 4, 5, 7, 8], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [12, 13, 14], '3': [1, 2, 10, 11], '4': [9], '5': [0, 6]}"
complete,euclidean,7,"{'0': [12, 13, 14], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [0, 6], '3': [1, 2, 10, 11], '4': [9], '5': [3, 5, 7], '6': [4, 8]}"
complete,euclidean,8,"{'0': [0, 6], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [3, 5, 7], '3': [1, 2, 10, 11], '4': [9], '5': [12, 14], '6': [4, 8], '7': [13]}"
complete,euclidean,9,"{'0': [3, 5, 7], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [4, 8], '3': [1, 2, 10, 11], '4': [9], '5': [12, 14], '6': [6], '7': [13], '8': [0]}"
complete,euclidean,10,"{'0': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '1': [3, 5], '2': [4, 8], '3': [1, 2, 10, 11], '4': [9], '5': [12, 14], '6': [6], '7': [13], '8': [0], '9': [7]}"
complete,euclidean,11,"{'0': [4, 8], '1': [3, 5], '2': [15, 16, 21, 23, 24, 25, 26, 27], '3': [1, 2, 10, 11], '4': [17, 18, 19, 20, 22, 28], '5': [12, 14], '6': [6], '7': [13], '8': [0], '9': [7], '10': [9]}"
complete,euclidean,12,"{'0': [15, 16, 21, 23, 24, 25, 26, 27], '1': [3, 5], '2': [12, 14], '3': [1, 2, 10, 11], '4': [17, 18, 19, 20, 22, 28], '5': [8], '6': [6], '7': [13], '8': [0], '9': [7], '10': [9], '11': [4]}"
complete,euclidean,13,"{'0': [12, 14], '1': [3, 5], '2': [15, 16, 21, 23, 24, 25], '3': [1, 2, 10, 11], '4': [17, 18, 19, 20, 22, 28], '5': [26, 27], '6': [6], '7': [13], '8': [0], '9': [7], '10': [9], '11': [4], '12': [8]}"
complete,euclidean,14,"{'0': [3, 5], '1': [17, 18, 19, 20, 22, 28], '2': [15, 16, 21, 23, 24, 25], '3': [1, 2, 10, 11], '4': [14], '5': [26, 27], '6': [12], '7': [13], '8': [0], '9': [7], '10': [9], '11': [4], '12': [8], '13': [6]}"
complete,euclidean,15,"{'0': [17, 18, 19, 20, 22, 28], '1': [1, 2, 10, 11], '2': [15, 16, 21, 23, 24, 25], '3': [13], '4': [14], '5': [26, 27], '6': [12], '7': [5], '8': [0], '9': [7], '10': [9], '11': [4], '12': [8], '13': [6], '14': [3]}"
complete,manhattan,2,"{'0': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]}"
complete,manhattan,3,"{'0': [0, 1, 2, 10, 11], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [3, 4, 5, 6, 7, 8, 9, 12, 13, 14]}"
complete,manhattan,4,"{'0': [3, 4, 5, 6, 7, 8, 9, 12, 13, 14], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '2': [1, 2, 10, 11], '3': [0]}"
complete,manhattan,5,"{'0': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '1': [3, 4, 6, 8, 9, 13], '2': [1, 2, 10, 11], '3': [0], '4': [5, 7, 12, 14]}"
complete,manhattan,6,"{'0': [3, 4, 6, 8, 9, 13], '1': [17, 18, 19, 20, 22, 28], '2': [1, 2, 10, 11], '3': [0], '4': [5, 7, 12, 14], '5': [15, 16, 21, 23, 24, 25, 26, 27]}"
complete,manhattan,7,"{'0': [3, 4, 6, 8, 9], '1': [17, 18, 19, 20, 22, 28], '2': [1, 2, 10, 11], '3': [0], '4': [5, 7, 12, 14], '5': [15, 16, 21, 23, 24, 25, 26, 27], '6': [13]}"
complete,manhattan,8,"{'0': [17, 18, 19, 20, 22, 28], '1': [3, 4, 6, 8], '2': [1, 2, 10, 11], '3': [9], '4': [5, 7, 12, 14], '5': [15, 16, 21, 23, 24, 25, 26, 27], '6': [13], '7': [0]}"
complete,manhattan,9,"{'0': [3, 4, 6, 8], '1': [17, 18, 19, 20, 28], '2': [1, 2, 10, 11], '3': [22], '4': [5, 7, 12, 14], '5': [15, 16, 21, 23, 24, 25, 26, 27], '6': [13], '7': [0], '8': [9]}"
complete,manhattan,10,"{'0': [1, 2, 10, 11], '1': [17, 18, 19, 20, 28], '2': [15, 16, 21, 23, 24, 25, 26, 27], '3': [22], '4': [5, 7, 12, 14], '5': [3, 4, 6], '6': [13], '7': [0], '8': [9], '9': [8]}"
complete,manhattan,11,"{'0': [17, 18, 19, 20, 28], '1': [5, 7, 12, 14], '2': [15, 16, 21, 23, 24, 25, 26, 27], '3': [22], '4': [2, 10, 11], '5': [3, 4, 6], '6': [13], '7': [0], '8': [9], '9': [8], '10': [1]}"
complete,manhattan,12,"{'0': [5, 7, 12, 14], '1': [17, 18, 20], '2': [15, 16, 21, 23, 24, 25, 26, 27], '3': [22], '4': [2, 10, 11], '5': [3, 4, 6], '6': [13], '7': [0], '8': [9], '9': [8], '10': [1], '11': [19, 28]}"
complete,manhattan,13,"{'0': [15, 16, 21, 23, 24, 25, 26, 27], '1': [17, 18, 20], '2': [5, 7], '3': [22], '4': [2, 10, 11], '5': [3, 4, 6], '6': [13], '7': [0], '8': [9], '9': [8], '10': [1], '11': [19, 28], '12': [12, 14]}"
complete,manhattan,14,"{'0': [5, 7], '1': [17, 18, 20], '2': [3, 4, 6], '3': [22], '4': [2, 10, 11], '5': [15, 16, 21, 23, 24, 27], '6': [25, 26], '7': [0], '8': [9], '9': [8], '10': [1], '11': [19, 28], '12': [12, 14], '13': [13]}"
complete,manhattan,15,"{'0': [3, 4, 6], '1': [17, 18, 20], '2': [15, 16, 21, 23, 24, 27], '3': [22], '4': [2, 10, 11], '5': [12, 14], '6': [25, 26], '7': [0], '8': [9], '9': [8], '10': [1], '11': [19, 28], '12': [7], '13': [13], '14': [5]}"
complete,cosine,2,"{'0': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], '1': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]}"
complete,cosine,3,"{'0': [15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28], '1': [1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14], '2': [0, 8]}"
complete,cosine,4,"{'0': [1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14], '1': [15, 16, 21, 23, 24, 25, 26, 27], '2': [0, 8], '3': [17, 18, 19, 20, 22, 28]}"
complete,cosine,5,"{'0': [15, 16, 21, 23, 24, 25, 26, 27], '1': [17, 18, 19, 20, 22, 28], '2': [0, 8], '3': [2, 3, 4, 5, 6, 7, 9, 12, 13], '4': [1, 10, 11, 14]}"
complete,cosine,6,"{'0': [15, 21, 24, 25], '1': [17, 18, 19, 20, 22, 28], '2': [16, 23, 26, 27], '3': [2, 3, 4, 5, 6, 7, 9, 12, 13], '4': [1, 10, 11, 14], '5': [0, 8]}"
complete,cosine,7,"{'0': [16, 23, 26, 27], '1': [17, 18, 19, 20, 22, 28], '2': [0, 8], '3': [2, 3, 4, 5, 6, 7, 9, 12, 13], '4': [1, 10, 11, 14], '5': [15, 25], '6': [21, 24]}"
complete,cosine,8,"{'0': [17, 18, 19, 20, 22, 28], '1': [2, 3, 4, 5, 6, 7, 9, 12, 13], '2': [0, 8], '3': [26, 27], '4': [1, 10, 11, 14], '5': [15, 25], '6': [21, 24], '7': [16, 23]}"
complete,cosine,9,"{'0': [2, 3, 4, 5, 6, 7, 9, 12, 13], '1': [1, 10, 11, 14], '2': [0, 8], '3': [17, 18, 20], '4': [19, 22, 28], '5': [15, 25], '6': [21, 24], '7': [16, 23], '8': [26, 27]}"
complete,cosine,10,"{'0': [2, 3, 5, 6, 7, 9, 12], '1': [1, 10, 11, 14], '2': [0, 8], '3': [17, 18, 20], '4': [19, 22, 28], '5': [15, 25], '6': [21, 24], '7': [16, 23], '8': [26, 27], '9': [4, 13]}"
complete,cosine,11,"{'0': [0, 8], '1': [1, 10, 11, 14], '2': [6, 9], '3': [17, 18, 20], '4': [19, 22, 28], '5': [15, 25], '6': [21, 24], '7': [16, 23], '8': [26, 27], '9': [4, 13], '10': [2, 3, 5, 7, 12]}"
complete,cosine,12,"{'0': [1, 10, 11, 14], '1': [19, 22, 28], '2': [6, 9], '3': [17, 18, 20], '4': [2, 3, 5, 7, 12], '5': [15, 25], '6': [21, 24], '7': [16, 23], '8': [26, 27], '9': [4, 13], '10': [8], '11': [0]}"
complete,cosine,13,"{'0': [19, 22, 28], '1': [2, 3, 5, 7, 12], '2': [6, 9], '3': [17, 18, 20], '4': [1, 11, 14], '5': [15, 25], '6': [21, 24], '7': [16, 23], '8': [26, 27], '9': [4, 13], '10': [8], '11': [0], '12': [10]}"
complete,cosine,14,"{'0': [6, 9], '1': [2, 3, 5, 7, 12], '2': [15, 25], '3': [17, 18, 20], '4': [1, 11, 14], '5': [19, 28], '6': [21, 24], '7': [16, 23], '8': [26, 27], '9': [4, 13], '10': [8], '11': [0], '12': [10], '13': [22]}"
complete,cosine,15,"{'0': [2, 3, 5, 7, 12], '1': [17, 18, 20], '2': [15, 25], '3': [26, 27], '4': [1, 11, 14], '5': [19, 28], '6': [21, 24], '7': [16, 23], '8': [9], '9': [4, 13], '10': [8], '11': [0], '12': [10], '13': [22], '14': [6]}"
complete,precomputed,2,"{'0': [4, 9, 11, 13, 16, 20, 22, 25], '1': [0, 1, 2, 3, 5, 6, 7, 8, 10, 12, 14, 15, 17, 18, 19, 21, 23, 24, 26, 27, 28]}"
complete,precomputed,3,"{'0': [0, 1, 2, 3, 5, 6, 7, 8, 10, 12, 14, 15, 17, 18, 19, 21, 23, 24, 26, 27, 28], '1': [4, 11, 13, 20, 22, 25], '2': [9, 16]}"
complete,precomputed,4,"{'0': [0, 1, 2, 3, 5, 6, 10, 14, 15, 17, 18, 19, 23, 26, 28], '1': [7, 8, 12, 21, 24, 27], '2': [9, 16], '3': [4, 11, 13, 20, 22, 25]}"
complete,precomputed,5,"{'0': [7, 8, 12, 21, 24, 27], '1': [0, 1, 2, 3, 5, 10, 14, 15, 17, 18, 19, 23, 26], '2': [9, 16], '3': [4, 11, 13, 20, 22, 25], '4': [6, 28]}"
complete,precomputed,6,"{'0': [0, 1, 2, 3, 5, 10, 14, 15, 17, 18, 19, 23, 26], '1': [4, 11, 13, 20, 22, 25], '2': [7, 24], '3': [8, 12, 21, 27], '4': [6, 28], '5': [9, 16]}"
complete,precomputed,7,"{'0': [4, 11, 13, 20, 22, 25], '1': [8, 12, 21, 27], '2': [0, 1, 14, 23, 26], '3': [2, 3, 5, 10, 15, 17, 18, 19], '4': [6, 28], '5': [9, 16], '6': [7, 24]}"
complete,precomputed,8,"{'0': [8, 12, 21, 27], '1': [2, 3, 5, 10, 15, 17, 18, 19], '2': [0, 1, 14, 23, 26], '3': [11, 13, 20, 22], '4': [6, 28], '5': [9, 16], '6': [7, 24], '7': [4, 25]}"
complete,precomputed,9,"{'0': [2, 3, 5, 10, 15, 17, 18, 19], '1': [11, 13, 20, 22], '2': [0, 1, 14, 23, 26], '3': [12, 21], '4': [6, 28], '5': [9, 16], '6': [7, 24], '7': [4, 25], '8': [8, 27]}"
complete,precomputed,10,"{'0': [0, 1, 14, 23, 26], '1': [11, 13, 20, 22], '2': [3, 10, 15, 18], '3': [12, 21], '4': [2, 5, 17, 19], '5': [9, 16], '6': [7, 24], '7': [4, 25], '8': [8, 27], '9': [6, 28]}"
complete,precomputed,11,"{'0': [3, 10, 15, 18], '1': [11, 13, 20, 22], '2': [1, 14, 23], '3': [12, 21], '4': [2, 5, 17, 19], '5': [9, 16], '6': [7, 24], '7': [4, 25], '8': [8, 27], '9': [6, 28], '10': [0, 26]}"
complete,precomputed,12,"{'0': [11, 13, 20, 22], '1': [2, 5, 17, 19], '2': [1, 14, 23], '3': [12, 21], '4': [3, 18], '5': [10, 15], '6': [7, 24], '7': [4, 25], '8': [8, 27], '9': [6, 28], '10': [0, 26], '11': [9, 16]}"
complete,precomputed,13,"{'0': [2, 5, 17, 19], '1': [13, 22], '2': [1, 14, 23], '3': [12, 21], '4': [3, 18], '5': [11, 20], '6': [7, 24], '7': [4, 25], '8': [8, 27], '9': [6, 28], '10': [0, 26], '11': [9, 16], '12': [10, 15]}"
complete,precomputed,14,"{'0': [13, 22], '1': [5, 17], '2': [1, 14, 23], '3': [12, 21], '4': [3, 18], '5': [11, 20], '6': [7, 24], '7': [4, 25], '8': [8, 27], '9': [6, 28], '10': [0, 26], '11': [9, 16], '12': [10, 15], '13': [2, 19]}"
complete,precomputed,15,"{'0': [1, 14, 23], '1': [5, 17], '2': [11, 20], '3': [12, 21], '4': [3, 18], '5': [10, 15], '6': [7, 24], '7': [4, 25], '8': [8, 27], '9': [6, 28], '10': [0, 26], '11': [9, 16], '12': [22], '13': [2, 19], '14': [13]}"
